문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
이제 별의별 소설을 다 쓴다 하이고 이제 웃음도안난다 지겨운 여론조작,0,0,0,0,0,0,1,0,0,0
두부맛 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 씨발,0,0,0,0,0,0,1,0,0,0
대한민국은 다 사이비 종교다. 신 팔아 장사하면서 세금 안내는 양아치,0,0,0,0,1,0,0,0,0,0
똥이 유쾌하고 사랑스러울 지경으로 세뇌시켜야지만 김치좆와꾸비벼볼만하기때문이노 온갖 더러운것들을 쓰까 놓아도 한남한테는 못당해서 그런다이기,0,0,0,0,0,0,0,0,0,1
왜저래파였냐 운동복이,0,0,0,0,0,0,0,1,0,0
10명 지원해주는걸로도 앱창한남새끼들 부랄발광하노,0,0,0,0,0,0,0,0,0,1
조팔 저게 18년도 선진국에서 일어나는 일이라니 믿을수가없노 내조국 좆되기전에 무슬람 좆새끼들 막아야하노 전세계가 지구상 어디도없는 한남을 이긴 여혐좆들한테 정복당하게생겼노,0,1,0,0,0,0,0,0,1,1
밑에 주소들도 들어가서 읽어보는걸 추천하노 지적장애인들의 심각성을 알수있노,0,0,0,0,0,1,0,0,0,0
'과거에 남자들이 손해보면서도 희생했던 것들은' '전통적인 가치를 깨서 여성의 삶을 힘들게 만드는' 뭐랄까 글쓴이도 좀 사상이 독특한데.. 취집 지원자인가,0,0,0,0,0,0,0,0,0,1
오피단속걸리는 애들은 진짜 로또사봐야하는거 아니냐?,0,0,0,0,0,0,1,0,0,0
나이스~~~ 잘 죽었네,0,0,0,0,0,0,1,0,0,0
도퇘남이라서 페이강간하는 더러운 새끼들ㅋㅋㅋㅋㅋ쪽팔리지도 않노 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
저런 보빨좌좀 새끼들이 오히려 여자를 약자로 가두고 더 밝히는 변태새끼들임,0,0,0,0,0,0,0,0,0,1
은지원 표정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
내가 170인데 서울한복판에서 전철타면 나보다 작은놈들 천지삐까리다 이니,0,0,0,0,0,0,0,1,0,0
한국에서만 저러는거 아님 ㅋ맘충년들 메뚜기 떼처럼 몰려다니면서 저럼,0,0,0,0,0,0,0,0,0,1
대림동 조선족타운에서는 칼싸움인데..,0,1,0,0,0,0,0,0,0,0
보지들은 이런글 써봣자 와닿지가 않아서 이해를 못함.그냥 입장바꾼케이스나 이해할만한 케이스 찾는게 더 빠름.,0,0,0,0,0,0,0,0,0,1
"진짜 돼지는 귀엽기라도 하지, 저년들은 어휴... 노희찬 따라가, 제발!",0,0,0,0,0,0,0,0,1,1
말 안 들으면 불매하는 게 맞지지들이 어쩔거야 ㅋㅋ아무고또 못하는 쪽빠리들~,0,1,0,0,0,0,0,0,0,0
급식체 분탕으로 처리하고 벤하면 안되나,0,0,1,0,0,0,0,0,0,0
근데 사실상 뭔 죄임?양다리 존나 걸쳤다고 지금 이슈된거임?창녀들도 섹스 존나 하는데 걔네는 그럼 ??,0,0,0,0,0,0,0,0,0,1
무슬림 문제다 문제...이건 도저히 개돼지 보다도 못하니...,0,1,0,0,1,0,0,0,0,0
재덜 진짜 맘충이 아니라 북지령 간첩공범이야,0,0,0,0,0,0,0,0,0,1
이와중에 기다렸다는듯이 튀어나오는 홍어들보소 ㅋㅋ,0,0,0,1,0,0,0,0,0,0
나머지 1프로는 금치산자나 발달장애...이런 애들인듯,0,0,0,0,0,0,1,0,0,0
10군번은 웃고갑니다,0,0,0,0,0,0,0,1,0,0
베트남 아니면 말레이시아,0,0,0,0,0,0,0,1,0,0
기숙사생 야비군 왔어?,0,0,0,0,0,0,0,1,0,0
에이즈 치료는 100 % 정부지원이란거 알고계셨나요? 항문 OO 은 에이즈감염의 주된 원입입니다. 방관하지맙시다.,1,0,0,0,0,0,0,0,0,0
그리고 미국도 중국갔다온 모든 사람 입국금지가 아니라 중국에서 오는 외국인 입국금지 + 자국민 격리조치임자국민을 어떻게 막아요 ㅠㅠ 이러는 맘충년들은 그냥 기본 지능이 없는거,0,0,0,0,0,0,0,0,0,1
페미니즘 하는 한남충들 팩트)함 대달라,0,0,0,0,0,1,0,0,0,1
댓글 별로없네 ㅋㅋ,0,0,0,0,0,0,0,1,0,0
66쒸익쒸익....먜걜럔들이....?99 (자드르르르르르르르르르르르릉 자르르르르르르르르르르르르르릉),0,0,0,0,0,0,0,0,0,1
vpn 돌리면 안전하노?,0,0,0,0,0,0,0,1,0,0
한번 배신했는데 두번 못하랴?,0,0,0,0,0,0,1,0,0,0
어그로 워친련이노ㅋㅋㅋㅋㅋㅋ 좆이버 라이브보력간다이기,0,0,0,0,0,0,1,0,0,0
페미니즘 = 혐오 ㄹㅇㅍㅌ ㅂㅂㅂㄱ,0,0,0,0,0,0,0,0,0,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 씨발 존나웃기네,0,0,0,0,0,0,1,0,0,0
비계때문에 흑린이 좃도 반정도 들어가니 만족하지못함 저거들 보지주변 비계등어리 해결못암 야구 베트로 할상 슈셔야함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,1
원래 종교가 사업장이구 영업장아니냐,0,0,0,0,1,0,0,0,0,0
남자는 남자가 안다고 한남콘도 기안내 흑좆나 나게 그렸었노.,0,0,0,0,0,0,0,0,0,1
30대여자는 40초반대 남자를 만나야지 어디서 감히 30대남자를 넘봐,0,0,0,0,0,0,0,0,0,1
으엑 창놈걸레새끼들때문인갑노 후팔 여행가도 기안내 여행은 자제해야겠노,0,0,0,0,0,0,0,0,0,1
저런 것만 걸러보면 나름 기본기 다지기 좋은 책이다 이기 한국인이다 보니 김치 부랄들의 빻은 점은 잘 까더노,0,0,0,0,0,0,0,0,0,1
난민아치 다 돌려보야지,0,1,0,0,0,0,0,0,0,0
"축제를 반대한 적이 없는데, 벌써부터 좌파신문이 반대한 것처럼 냄새를 피우네. 광화문에서 하는 걸 반대했지. 축제 자체를 반대한 적은 없지.",0,0,0,0,0,1,0,0,0,0
"국짐당은 아주 심각하게 나쁜 놈들이고, 페미들은 아주 심각한 정신병자들이다.",0,0,0,0,0,1,0,0,0,1
ㅎㅎㅎㅎ뭐 어쩌라고 트젠 여혐 오지게하면서 여자들에게 연대하라는 심보는 뭐임 ? ㅋㅋㅋㅋㅋㅋㅋ연대맡겨놓음? 한남들아 니들은 여혐이나 하지말어 소수자 혐오하는 주계층이 한남이면서 지들이 안 하는거 여자는 왜 안해 빼애액 앵간해 우습다,0,0,0,0,0,0,0,0,0,1
주작이네 주작이네 하는새키들 탈북자하고 한번이라도같이일해봐라 같이 한국어써서그렇 문화도 생각도다르다 오죽했으면 탈북자정책만든사람이 강연어서 자기가 잘못만들었다고 사과했을까,0,1,0,0,0,0,0,0,0,0
아 ㅅㅂ 저건진짜 아니지,0,0,0,0,0,0,1,0,0,0
똥남아 다운화 다추방해라 아 진짜 자지새끼들 딸딸이나치지 없는형편에 아무구멍에라도 박아보겠다고 똥남아새끼들 수입해와서 박아대고 아 좆같네진짜 씹새끼들,0,1,0,0,0,0,0,0,0,0
저거 ㄹㅇ 씹치자석이다 한남중에서도 제일 온갖 그지같은 특성 다 가지고 있는 헬씹치들만 꼬이노ㅡㅡ 는 과거의 나 저거 반대로만 하고 다녀도 최소 평타 크린한 삶~,0,0,0,0,0,0,0,0,0,1
저는 32인치 사용중인데요.. 어떤 게임을 하느냐에 따라 다릅니다. FPS게임이나 롤같은 게임을 하는경우에는 모니터가 작을수록 유리합니다. 일반적으로 게임용으로 모니터를 구매하신다면 24~27인치를 추천드립니다.,0,0,0,0,0,0,0,1,0,0
"단지 자신이 좋아서 립스틱을 바르는 여성 개인이 비난의 대상이 되면 안 된다""며 탈코르셋 운동으로 인한 여성 간의 갈등을 경계했다. 이게 뭔 부랄 볼스트레쳐로 쪼아서 터뜨릴소리노",0,0,0,0,0,0,0,0,0,1
50대 70대는 다 이번에 오세훈 찍었어 존만아40대 분탕틀딱새끼야,0,0,1,0,0,0,0,0,0,0
"만약 남자를 싫어할 권리라는게 가능하다면, 흑인을 싫어할 권리, 유태인을 싫어할 권리, 동성애자를 싫어할 권리도 가능해진다. 정신머리라는게 있다면 저런 무지몽매한 발언을 할 수가 없을 것이다. 페미니즘은 나치즘과 같은 증오의 사상이다.",0,0,0,0,0,0,0,0,0,1
"한남애비면 복수를 하더라도 내 딸에게 가해진 상해에 대해서 앙갚음을 하는 게 아니라 나도 못해본 걸 니가 먼저 해? 이 마인드로 화풀이하는 심뽀로 복수할걸?? 김치좆이 이렇게 더럽고 역겹다""",0,0,0,0,0,0,0,0,0,1
우리나라는 종교때문에 망하겠다,0,0,0,0,1,0,0,0,0,0
이년 아주 논문급이네...김치좆 전문가 인정한다. 다른나라 자지들과다른 김치좆만의 종특은 자신의 남성성에 대한 불안 및 최대치로 떨어진 insecurity에서 비롯된다...막연하게 생각만 했던거였는데 정리를 아주 잘해줬노,0,0,0,0,0,0,0,0,0,1
막짤 보겸이 직접 쓴 글씨체임? 잘 적노,0,0,0,0,0,0,0,1,0,0
한남은 간판 다 떨어져가는 국밥집 간다 ^느^,0,0,0,0,0,0,0,0,0,1
로봉순 매니저한테 모텔에서따먹힘 ㅋㅋㅋ매니저가 모텔대려다주고 나갈렜는데 로봉순이 옷벗길레 아 대주는건가보다 하고따먹었다함 ㄹㅇ 인방갤에 글쌈,0,0,0,0,0,0,0,0,0,1
자랑이냐???,0,0,0,0,0,0,1,0,0,0
한녀는 거르는게 답임,0,0,0,0,0,0,0,0,0,1
ㅅㅂㅋㅋㅋㅋㅋㅋ존나 장의력이다 근데 쌍도인들은 의식하지 않아도 저절로 나오는게 생각해보니 신기하네,0,0,0,1,0,0,0,0,0,0
애새끼가 무슨 할인 쿠폰이나 상품증정권으로 아는 맘충들 않음시발 보지도 돈받고 파니까 지 보지에서 캐쉬백이라도 생성되는 줄 아나,0,0,0,0,0,0,0,0,0,1
왜 조선 잡것들은 예수는 나중이고 목사를 떠받들까?,0,0,0,0,1,0,0,0,0,0
"야생,짐승,자연",0,0,0,0,0,0,0,1,0,0
후팔 개좆이 더 커서 좋아할지도 모른다,0,0,0,0,0,0,1,0,0,0
"진짜 라도, 쌍도새끼들은 서로 하루에 몇번을싸우노 비슷한놈들끼리 싸우제",0,0,0,1,0,0,0,0,0,0
한남똥꼬충은 댕청해서 안됨ㅋ,0,0,0,0,0,0,0,0,0,1
남자였으면 그냥 병쉰 취급받았겟지만 여성이라는 점을 어필해서 격식에 맞는 옷을 입지않은 논란이 아니라 여자라서 당했다 라는 프레임을 씌웟네요 여성이라서 당한게아니라 여성이여서 각종 페미니스트와 자칭 깨시민인척하는 사람들한테 우호적인 시선을 받는게 아닐까요?,0,0,0,0,0,0,0,0,0,1
남자 씨름선수 닮았다.,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋ 맘충 첨볼때부터 엥이거완전밥줘충 아니냐?했었놐ㅋㅋㅋㅇㄱㅇㄹ,0,0,0,0,0,0,0,0,0,1
94 고추 안서는 아재다.. 샾으로 읽었다 해시태그는 생각도 못했노 요즘 젊은친구들 대단하노..,0,0,0,0,0,0,1,0,0,0
뜯어고칠게 한두개가아니다이기 한남은 학살이 답이노 여윽시 한남은 고쳐쓰는게 아니다이니야,0,0,0,0,0,0,0,0,0,1
진짜 지긋지긋하다 페미들의 떼쓰기 자기들이 떼쓰다가 역풍맞으니 어뷰징 ㅋㅋㅋ 살찌고 못생겨서 그런가 얼굴에 철면피를 잘까네,0,0,0,0,0,0,0,0,0,1
앱친 소추새끼가 쪼그라든부랄마냥 저딴거나보노,0,0,0,0,0,0,0,0,0,1
한냄이들 밥도 못하고 살림도 못하고 혼자 쳐 늙어 뒤지겠노ㅋㅋㅋㅋㅋㅋ 불쌍해서 우짜노 앵나온다 앵! ^느^,0,0,0,0,0,0,0,0,0,1
저 병신들은 뭘 알고 아는척하는걸까 아오 진짜 갈아버리고 싶다,0,0,0,0,0,0,1,0,0,0
"빠순이...된장...맘충...ㅋㅋ...완성될 테크트리가 무섭다....남편, 자식 잡것지...ㅋㅋ",0,0,0,0,0,0,0,0,0,1
전라도는 진짜 다르구나,0,0,0,1,0,0,0,0,0,0
그래도 아직 낮에 해뜨면 후답지근 하던데 의료진 수준으로 방역복 꼭꼭 챙겨입고들 가셔서 노인네들 덥고 숨막혀 픽픽 쓰러지면 그땐 뭐라 하시려나 ㅋㅋ,0,0,0,0,0,0,1,0,0,0
5년씩이나 참았다구? 거짓말~~저년이나 박용수 할매나 김지은이나,0,0,0,0,0,0,0,0,1,1
이 세상에 유니콘 남이 어디있노 ㅛㅛ 후팔 ㅋㅋㅋ 냄져들은 그저 두가지로 분류됀다 례쁜 냄져 못생긴 냄져 ㅛㅛ 그 이상도 이하도 아니디,0,0,0,0,0,0,0,0,0,1
똥꼬충들이 점령한거 아니노? 젠신병자들이 발작 일으키는거 같기도 하고 ㅋㅋ 여튼 똥내지리노,1,0,0,0,0,1,0,0,0,0
그 성별 한국남자들 이정도면 정신병 과학인듯,0,0,0,0,0,0,0,0,0,1
게이들아 너네 건강한 몸을 찾기 위해서라도 결정해라.쾌락에 젖어서 평생 섹스에 노예로 성병을 단 환자로 살건지 그냥 평범한 남자의 일생을 살건지.,1,0,0,0,0,0,0,0,0,0
메오후 쿰척쿰척,0,0,0,0,0,0,0,0,0,1
더 힘들지. 30대 중반까지 남자들은 20대 여자만 바라봄. 서른 넘으면 상폐라 제외시키는 경우가 많아 20대 여자는 20대~30중반의 남성까지 상대해야 함. 남녀 비중이 2:1이라고 봐야 됨. 여자들의 코가 높아지는 이유가 있음.,0,0,0,0,0,0,0,0,0,1
처벌했으니까 욕하지말자가 아니잖아 이분탕홍어병신새끼들앜ㅋㅋㅋㅋㅋ라도는 아직도 진행중인 염전노예 처벌도 안하는 곳이니 더 좆같이 냄새나는 곳이라는 거다,0,0,0,1,0,0,0,0,0,0
진실을 외칠 수 없게 몰아가는 이 판국이 너무 심각합니다.,0,0,0,0,0,0,0,1,0,0
아시발ㅋㅋㅋㅋ피싸개 ㅋㅋㅋㅋㅋ 간만에 로그인했네,0,0,0,0,0,0,0,0,0,1
둘다잘못했구만 예비장모도 그런말하면안되지만 그렇다고 그걸 또 대놓고 장모무시하는 자지새끼도 열폭찌질이ㅇㅇ 명불허전 전문대 수준,0,0,0,0,0,1,0,0,0,1
내 죄악을 남이 모르면 그건 죄가 아니야 내가 순결하다고 하면 난 순결해 꿀꿀 뀍뀍!!(코피노 애비) 나..난 강제아다가 아니야! 이제까진 관심이 없었을뿐이야! (백수/ 앱충앰충 골수 빨때 쪽쪽/ 키보드 워리어/ 벌금 경력있음/ 집에 돈도없는 새끼라 쪽빨할것도 없음),0,1,0,0,0,1,0,0,0,0
한남만도 병신같은데 흉자한테 맞아줘야 하노?,0,0,0,0,0,0,0,0,0,1
20대초반김치년들 이슬람체험법 만들어야된다,0,0,0,0,0,0,0,0,0,1
브금링크 없주화,0,0,0,0,0,0,0,1,0,0
손날좌 ㅜㅇㅜ..,0,0,0,0,0,0,0,1,0,0
킴카다시안이 배우인줄 처음 알았네,0,0,0,0,0,0,0,1,0,0
기혼 랟펨이라니 뜨거운 아이스아메리카노 뭐 그런 거노?,0,0,0,0,0,0,0,0,0,1
ㅋㅋㅋㅋ역시 남혐의 선구주자는 한남ㅋㅋㅋ 자기 소개 지리네,0,0,0,0,0,0,0,0,0,1
오버워치 하는 애들 신고해저거 초딩들 못한다며경찰서에 신고하면 바로 출동한다던데 ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
안그래도 인구밀집도 폭발수준인데 미친 한국똘개이새끼들 난민 왜 쳐받는거야?? 오히려 저색기들 뒤져주는게 지구를 위해서도 더 나은거지..,0,1,0,0,0,0,0,0,0,0
난 오히려 반대다담배 술 커피 게임 이렇게 중독성 있는건 전부 금지해야함,0,0,0,0,0,0,0,1,0,0
병신같노 이새끼 채소 급식충,0,0,1,0,0,0,0,0,0,0
이래서 기독교는 없어져야하는거다,0,0,0,0,1,0,0,0,0,0
이미 또래남자들에게 따먹히고 몸도팔러다닌 걸레들이 주변사람모르게 호구물어서 결혼하는 사례가 나와있네. 요즘애들도 그런다 니들이 보빨하는 그년도 생긴거 멀쩡하고 절대 안그럴거같은데 저런 과거가 숨겨진 애들도 꽤있지,0,0,0,0,0,0,0,0,0,1
1 ㅋㅋㅋㅋㅋㅋㅈㅋㅋㅈㅋ한남빙의 ㅆㅅㅌㅊ,0,0,0,0,0,0,0,0,0,1
"김치좆을 뭐더러 엄선해서 6.9만마리만 죽입니꺼 성님 그냥 690만 2,30대 김치좆들 싹 다 죽여버리면 편한 거슬... ㅋ",0,0,0,0,0,0,0,0,0,1
이건 개나소나 다 지 럴들이네 톨게이트 사람없이 전부 하이패스로 바꿔라! 뭐라?? 국가에서 책임지라???? 놀고들 있네 보자보자하니 너무하네,0,0,0,0,0,0,1,0,0,0
샤오미 쓸 듯 춘장보지년;,0,1,0,0,0,0,0,0,0,1
러시아 여성들은 돈 많고 잘생긴 냄져 아니면 쳐다보지도 않음 근데 한냄이들은 돈도 없고 와꾸가 빻았는데 도대체 뭘 믿고 저러노 ㅈㅉ,0,1,0,0,0,0,0,0,0,1
페미니즘 주입 = 공산화 세뇌 교육,0,0,0,0,0,0,0,0,0,1
뭐가 조용해 쪽수 딸리니 아닥하고 있는거지사실 세계에서 백인새끼들 뺨치게 패권추구하는게 이슬람쪽 놈들이다그리고 신체적 위해를 가하진 않더라도 가끔 이 뻐킹알라새끼들 기를 죽일 필요가 있음,0,1,0,0,1,0,0,0,0,0
아직도 정신못차렸네ㅋㅋ 20대 남자들이 등돌린이유를 남자들을 불러 원인을 파악해야지 계집년들 모아놓고 뭐하자는거냐? 다음대선 20대남자 국힘득표율 90% 기대해라,0,0,0,0,0,0,0,0,0,1
외국애들 취향 개싸이코많아서 매퇘지보고 스는애들 많다,0,1,0,0,0,0,0,0,0,1
밥먹다가 글보고 입맛떨어짐,0,0,0,0,0,0,1,0,0,0
남자 저정도 외모면 북한에서 ㅆㅅㅌㅊ아니냐? 국적세탁하면 김치녀도 따먹을 클라스아니냐??,0,1,0,0,0,0,0,0,0,1
연후 ㅈㅎ,0,0,0,0,0,0,0,1,0,0
이만갑에 나왔던 목사네,0,0,0,0,0,0,0,1,0,0
영국 프랑스 독일이 단일민족이란다이런 좆문가새끼들때문에 교육못받은애들이 진짜인줄알고 간다니깐,0,0,0,0,0,0,1,0,0,0
삿스가 쌍도 ^~^;;,0,0,0,1,0,0,0,0,0,0
무슨 피해의식이 메갈년들 수준이고......,0,0,0,0,0,0,0,0,0,1
이놈 저놈한테 몸팔다가 누가 애비인지 모르는 창녀 아들로 태어난새끼 믿는 종교인 만큼이곳 저곳 신화 배껴다 쓴 종교 믿는 새끼들은 대가리 왜 달고 다니냐,0,0,0,0,1,0,0,0,0,1
긴대부 단대부ㅆㅅㅌㅊㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
무슬림과 문슬림은 ㄴ 하나 차이다 그 해악도 비스무리하다,0,0,0,0,1,0,0,0,0,0
도ㅔ 지 년 한테는 홍발정체가 약이다,0,0,0,0,0,0,0,0,0,1
여자가술따르면 성차별면.... 남자가 하면??,0,0,0,0,0,0,0,0,0,1
자기 안믿으면 지옥에 던져버리는 예수 인성 ㅎㄷㄷ,0,0,0,0,1,0,0,0,0,0
부랄째로 자르면 된다 이기,0,0,0,0,0,0,0,0,0,1
이 작성자님은...메모가 되있는 분인데.. 요즘 왔다갔다 하시네... 노선을 확실하게 하세요,0,0,0,0,0,0,0,1,0,0
역시 페미는 나쁜건가봅니다,0,0,0,0,0,0,0,0,0,1
이러나 저러나 빡대가리 어린 김치년들은 사기쳐먹기 딱 좋은 대상인듯,0,0,1,0,0,0,0,0,0,1
"쌍도깔만하니까 까는거지, 쌍도는 까면 안되냐꼴리는데로 홍어까듯이 쌍도까는 거지.야갤유행어가 떠오른다. 명불허전 홍통일체!",0,0,0,1,0,0,0,0,0,0
엥? 거기 완전 개년사이트 아니냐?,0,0,0,0,0,0,0,0,0,1
그렇게라도 지들이 여자를 정복했다는 지들 소추같은 정신승리때문 아니겠노,0,0,0,0,0,0,0,0,0,1
게이일 수도 있지만 게이라는 구체적인 증거도 없이 그런 얘길한거라면 문제가 있다. 구체적인 증거가 있다면 뭐 모르겠지만.,0,0,0,0,0,0,0,1,0,0
무식해도 저정도로 무식할 수 있는 건가? 정말 책을 얼마나 안읽었으면 봇물을 오해할 수 있단건지,0,0,0,0,0,0,1,0,0,0
중권아 주둥이만 털지말고 페미 공부 좀 해라.. 대가리가 굳어서 이제 안돼? 니 별로 논리적이지도 않으니까 까불지말고 존나 우매하고 추하거든? 혐오발언 하면 안된다고 하는 자식이 소추 성애자냐 이 586 메갈리스트 틀딱 새기야,0,0,1,0,0,0,0,0,1,1
"80년대생 여자특징 10대 빠순이 20대 된장,김치녀 30대 맘충 또 어떤 신조어가 탄생할지 기대된다이기",0,0,0,0,0,0,0,0,0,1
앙~재기띠하기전에 자지보여주고가!!!!,0,0,0,0,0,0,0,0,0,1
넘의 일에 입 터는게 참 입싼 한남들 답노 깔깔깔,0,0,0,0,0,0,0,0,0,1
군대캠프로 혜택 69696969보는걸 알기 때문에 여자한테 안시키는거노,0,0,0,0,0,0,0,0,0,1
그래서 어디서 한답니까? 꼭 좀 하라고 해주고 싶네요,0,0,0,0,0,0,0,1,0,0
애니프사남은 다 재기해야한다 이기,0,0,0,0,0,0,0,0,0,1
맘충 극혐 한국년을 왜 이렇게 된거냐 맘카페가 다 세뇌시킨거 아니냐,0,0,0,0,0,0,0,0,0,1
후팔 진짜 다 재기안하고 왜사는지 모르겠노 자지새끼들 후딱 앱이랑 손잡고 재기해라,0,0,0,0,0,0,0,0,0,1
트랜스젠더 이거 정신병이에요,1,0,0,0,0,0,0,0,0,0
수영장 오는 틀딱들 진심 죽이고싶다,0,0,1,0,0,0,0,0,0,0
길에서 저러고 있는 자댕이 보면 경찰서 신고하면 되노 바로 견찰들 와서 쫓아보내주노,0,0,0,0,0,0,0,0,0,1
안가면 될것을...그것도 이 코로나 시대에...통화음성 들어보면 갑질도 슈퍼갑질이더니만~~변명도 이런변명이 다있네...프랜차이즈라고 제제있을거 같아 글 올린거 같은데 정말 구차하고 찌질하네요 그냥 오바해서 죄송하다고 하십시오,0,0,0,0,0,0,1,0,0,0
한남은 진짜 재기가 답이다,0,0,0,0,0,0,0,0,0,1
서울경기인천강원도경상도는 저런거 향우회못본거같은데왜 홍어새끼들은 저런거에 환장하냐?,0,0,0,1,0,0,0,0,0,0
남녀 갈등은 정부나 외부로부터 해결되지 않는다. 한국의 젊은이 손에 달려있다. 양측의 배려심 있고 현명한 대화가 필요하다. 이말이 핵심 아닐까요...,0,0,0,0,0,0,0,1,0,0
김치좆 손가락으로 표현하면 검지 엄지 엇갈림. 마이너스임,0,0,0,0,0,0,0,0,0,1
요즘 방송이 대중을 지배하잔아 방송에서 죄다 뽀얗고 여성스러운 남자를 미니까 대중들도 거기 따라가는거지,0,0,0,0,0,0,0,0,0,1
증말 개념이 없어요,0,0,0,0,0,0,1,0,0,0
