문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
페미는 성별이 아닌디요 기렉님아,0,0,0,0,0,1,0,0,0,0
집단 성폭행은 얘네들 민속놀이잖아.. 뭘 새삼스럽게..,0,0,0,0,0,1,0,0,0,0
팩트를 말하는 입을 막겠다는 차별금지법은 막아내야 합니다,0,0,0,0,0,1,0,0,0,0
"선생이랑 다른 학부형들 속으로 뭐 이런 빡대가리년이 다 있나, 고졸년인가 남편은 노가다하나 이런생각 했을듯",0,0,0,0,0,1,0,0,0,0
반일감정 일어나면일본인들은 조용히 숨죽이는데짱깨들은 반중감정 일어나면칼 꽂을 인간들임그래서 짱깨는 상종 못함,0,1,0,0,0,0,0,0,0,0
"20 ~ 30 대 한국 남자들아 , 혹시 우리 딸래미 세대들에게 관심 있으면 언제든지 대쉬해라 웬만하면 저출산 시대니까 최대한 허락해줄게 우리 딸 세대들이랑 교제하는거 . 우리 40 대들 눈치 안봐도 된다 걱정말고 대쉬하고 사겨라 그리고 젊었을때 마음껏 연애를 즐겨라",0,0,0,0,0,0,0,0,0,1
이게 결혼인가?ㅎㅎㅎㅎㅎㅎㅎ,0,0,0,0,0,0,0,1,0,0
7시 진골좌빨 2030여자 3040병신 맘충들 586쓰레기 얘네는 폼으로 있냐?,0,0,1,1,0,1,0,0,0,1
ㄹㅇ 아무리 ㅎㅌㅊ저능흉자라도 부모빚 상속은 안하것다,0,0,0,0,0,1,0,0,0,1
실베는 600만명중에 인증비율로 따지면 지들소추만큼 없노 그외에 다른 남초들은 아예없음 일용직새끼들 이 한줌집단에 엘리트비율 엄청나노,0,0,0,0,0,1,0,0,0,0
더러운 중공 짱깨 새끼들 개지랄하네,0,1,0,0,0,0,0,0,0,0
한남이 다 똥꼬지,0,0,0,0,0,0,0,0,0,1
단룡인>>>>>>>>>>>>>>>>>>>중국인노동자>>>>>>>>>>>>>>>>>>>조선인,0,1,0,0,0,1,0,0,0,0
진짜 정의당하고 통진당 인사 만났을때 퀴어축제 지원에 대해 고맙다고 나 게이라고 사랑한다고 외치면서 안았을때 반응 보고 싶다,1,0,0,0,0,1,0,0,0,0
그래도 지잡ㄷㅐ 나온 년 보다는 이대 나온년 따먹고 싶다 이기,0,0,0,0,0,1,0,0,0,1
이상도 흑좆나 이상,0,1,0,0,0,0,0,0,0,0
팩트 커피믹스는 1976년 12월에 동서식품에서 최초로 개발하였으며 2천년대 초반에 절취선을 뜯기 쉽게 개량하여 판매량이 증가하였다,0,0,0,0,0,0,0,1,0,0
너보다스펙좋은여자들은뭐냐내주변만해도있던데결국 유유상종문제아닐까 고졸 지잡 좆문이거나말야,0,0,0,0,0,1,0,0,0,0
존나 쌔보이네.. 솔직히 좀 무서운데?,0,0,0,0,0,0,0,1,0,0
젠신병자는 아무리 성형해도 열등한 염색체는 숨길수 없지라^^,1,0,0,0,0,1,0,0,0,0
아 ㅅㅂ ㄹㅇ 내놔드립할땐장난이었는데 ㄹㅇ 좆같네,0,0,0,0,0,0,1,0,0,0
저런거 보면 일베충 박멸도 답일 수도,0,0,0,0,0,1,0,0,0,0
게이새끼들 지네들도 늙으면 저거 다 타고 다닐꺼면서 ~ ㅎㅎ,1,0,0,0,0,0,0,0,0,0
하여간 인권을 이상한 데까지 들먹 거리는 거 보면 공부 헛 한거지ㅋㅋㅋ 사람 죽인 놈 인권 공부 할 시간 있으면 그 시간에 억울한 사람들 누명 벗겨줄 공부나 해라 특히 법관들,0,0,0,0,0,1,0,0,0,0
나는 초등학교 고학년되면서 숏컷에 바지만 입고다녔고 파란색 좋아했지만 내가 남자다라고 생각하진않았다 젠신병자들아 느그들은 그거 변태성욕+병신의 결과물일뿐이다 이기야,1,0,0,0,0,1,0,0,0,0
"짱깨,북한,한국 넘나들면서 기생충짓만 골라서하는족보도없는 개쓰레기 구더기만도 못한 좆족새끼들 씨발조선족전용 세스코 만들어서 박멸해야됨.씨발 사기,살인,협박,폭행등등 종족자체가 불법으로유지되는 개쓰레기 인종새끼들이 어디서 깝치노.",0,1,0,0,0,0,0,0,0,0
노예가 다 도망가니까 글로벌 노예 모집하는거임 너희들도 빨리 한국떠라,0,0,0,0,0,1,0,0,0,0
나 탈조했다가 다시 들어온 웜인데...웅 정신병와 ^^ 본가 안 기어들어가고 이태원 살면서 외국인만 만나고 한국말 안 쓰고 사는데도 힘들어서 호시탐탐 다른 탈조기회 보고 있다^^ 진짜 너에겐 그런 일 없길 빈다 ㅠㅠ,0,0,0,0,0,1,0,0,0,0
앞으로 모든 범죄에 휴대폰은 증거 능력 없애라,0,0,0,0,0,0,0,1,0,0
위에 벌써 예수쟁이들 몰려와서 변명늘어놓는거보소ㅋㅋㅋ 저러니까 개독소리듣는건데 지들만 모름저새끼들 공룡이고 뭐고 전부 주작이라고 생각함 그냥 정신병자들,0,0,0,0,1,1,0,0,0,0
평생 한번도 일어나기 어려운데 저새끼들은 늘 달고사는것우연,0,0,0,0,0,0,1,0,0,0
제발 여기서 군쾅거리는 한남새끼들은 입열려면 공부좀 하고와라ㅋㅋㅋ니들이 지금 하고있는것도 여혐이야. 니들이 뭔데 여자가 인권운동 하는걸 이게 옳다 저건 틀렸다 판단해주는 위치에 앉아있엌ㅋㅋㅋ니들이 뭐라도 되는줄아나 그저 우습기만하다.,0,0,0,0,0,0,0,0,0,1
저정도면 경계성 지능 장애인듯,0,0,0,0,0,1,0,0,0,0
ㅋㅋㅋㅋ 높으신분들이 인건비 싸게 노예부려먹고싶으시다는데 좆서민 통베새끼들이 뭐가 불만이노 이기야!,0,0,0,0,0,1,0,0,0,0
봊나 웃기놐ㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
페미 + 동성애자 + 돼지 + 씹덕 = 잠재적 살인범,1,0,0,0,0,1,0,0,0,1
페미니즘 = 혐오 ㄹㅇㅍㅌ ㅂㅂㅂㄱ,0,0,0,0,0,0,0,0,0,1
차별금지법 제정이 시급하다,0,0,0,0,0,1,0,0,0,0
그래서 틀튜브 망상속에서 못빠져나오는거임오직 그안에서만은 자신들이 원하는 이상적인 세계가 존재하니까,0,0,1,0,0,0,0,0,0,0
어휴 .. 한심해라...,0,0,0,0,0,0,0,1,0,0
"심옥주란 여자는 말투가 그냥 무당이던데, 미친 짓거리나느니, 그따위로 하면 되냐느니? 못배운티 팍팍나고, 어데 들을게 없어 저런 무식한 소리하는 여자 소릴 들을까. 한국인이 그케 어리석은 자가 많다는데 분노를 금치못하겠다",0,0,0,0,0,1,0,0,1,0
바퀴벌레는 키워도 한남은 안키운다,0,0,0,0,0,0,0,0,0,1
동국대 수준보소~~~~~~~~~~~,0,0,0,0,0,1,0,0,0,0
견찰새끼들도 한몫 했넹출동안한 견찰도 빨간박스쳐라,0,0,0,0,0,1,0,0,0,0
당연히 정신병자이긴한데 그 정신병이 운전이랑은 별 관계가 없지 않냐 ?,0,0,0,0,0,1,0,0,0,0
페미는 알아서 잘 제거하겠네 ㅋㅋㅋ뭐 민주당 뽑는 보지들이 원하던 세상 아니냐???무분별한 조선족 동남아 외노자 이슬람 난민 받아들이는거전부다 인권팔이 민주팔이 민주당 좌파 정권 새키들 작품이니,0,1,0,0,1,1,0,0,0,1
멍청한 정신병자 무리= 페미,0,0,0,0,0,1,0,0,0,1
정겸심 교수 심리한거 보도 안하냐? 기레기 셐2야..,0,0,0,0,0,1,0,0,1,0
빨갱이들 그냥 다 몽둥이로 흠씬 두들겨패야한다,0,0,0,0,0,1,0,0,0,0
조국 수사는 이제 막바지. 기껏해봐야 와이프가 표장장관련 의혹이 전부. 국민을 위한 검찰 개혁이 이렇게 폄하하는 자한당 언제 까지 용납할것인가. 자한당 반드시 청산해야 나라가 한발짝이라도 앞으로 갈것. 이제 적페당에 끌려 다니는 나약한 민주당도 심판하자.,0,0,0,0,0,1,0,0,1,0
기더기들이 득시글 득시글 빨리 박멸되야,0,0,0,0,0,1,0,0,0,0
"국짐당은 아주 심각하게 나쁜 놈들이고, 페미들은 아주 심각한 정신병자들이다.",0,0,0,0,0,1,0,0,0,1
노조는 사회악이다.!,0,0,0,0,0,1,0,0,0,0
쟤들 대다수는 일본에서 일안해봤노 ㅋㅋㅋ 좆본은 남상사가 점심먹었냐고 지속적으로 물으면 신고하라고 신입사원 교육용비디오 만드는 나라인데 취업못한 형냐들 정신승리ㄷㄷ 너좆놈 행동이 도덕적으로 옳은가,0,1,0,0,0,0,0,0,0,0
90~94년생 얘기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 세대에 좌빨.종북.일뽕.메갈년.워마드년이 제일 많음,0,0,1,0,0,1,0,0,0,1
포궁도 없는 병신새끼가 사람?ㅋ 뒤져 니는 그냥 젠신병자.,1,0,0,0,0,1,0,0,0,0
퀴어들이 근데 왜 좌파냐? 페미들은 사상자체가 사회주의자들인데 퀴어는 그냥 정신병자들인데,1,0,0,0,0,1,0,0,0,1
사실상 짱깨 배달하다 뒤지는거보다 내 짜장면 부는게 더 좆같음 배달하기 싫으면 공부를 하던지 ㅋㅋㅋ 과외 하면서 버는 돈개꿀이양,0,1,0,0,0,1,0,0,0,0
세계 어디든 젠신병자들이 얼마나 병신인 지 확 와닿노 ㅋㅋㅋㅋㅋㅋ,1,0,0,0,0,1,0,0,0,0
맘충이라고 탓하기전에 다치거나 죽으면 보상도 좆도 조금해주면서 전역시켜버리는 국방부씨발롬들이 문제가 크지 입대할때는 나라의자식 다치면 느그자식 씨발롬들,0,0,0,0,0,1,0,0,0,0
틀딱은 좌좀임,0,0,1,0,0,1,0,0,0,0
조선족들은 한복을 입으면서 왜 본인을 중국인이라고 말할까요,0,1,0,0,0,0,0,0,0,0
똥꼬충들 똥꼬로 안하고 다른구멍으로 하면 안되나? 남자건 여자건 후장섹스는 비정상적인거 같음 똥나오는 구멍으로 왜 ..,1,0,0,0,0,0,0,0,0,0
재용아 저 맘충년 남편 짤라라 ㅋㅋ,0,0,0,0,0,0,0,0,0,1
신고는 자기 판단이니 뭐,0,0,0,0,0,0,0,1,0,0
뻘겅이간첩들의 사상. 마르크스 공산주의화.,0,0,0,0,0,1,0,0,0,0
조씨 존나 싫다,0,0,0,0,0,1,0,0,0,0
페미니즘은 걍 정신병자들임 ㅋㅋ,0,0,0,0,0,1,0,0,0,1
일해야되서 씨발..,0,0,0,0,0,0,1,0,0,0
엉덩이빵실한 창놈,0,0,0,0,0,0,0,0,0,1
대구대는 근데씹지잡 아니냐?,0,0,0,0,0,1,0,0,0,0
차별금지법 이름만 거창한거지 이름 바꿔라 자유제한법 으로,0,0,0,0,0,1,0,0,0,0
ㅋㅋㅋㅋ 교과서로 날조 하는것도 모자라서 이젠 부산대갤 사진으로도 날조질 ㅋㅋㅋㅋㅋ 추하다 반일정신병자들,0,0,0,0,0,1,0,0,0,0
어쩌지.. 노무 이뿌노 혼란스럽노,0,0,0,0,0,0,0,1,0,0
역시 좌좀하고 똥꼬충 꼴페미는 일맥상통한다저기에 굳이 하나 더 추가하자면 앱등이도 포함됨,1,0,0,0,0,1,0,0,0,1
"민노총은 노동자의 복지를 위해 한거고.. 전광훈,미통당은 정지척으로 지들 주머니 챙기려고 한거잖아.....목사같지도 않은 양아치와 국개멍멍이들의 작품...ㅅㅂ거ㄷ",0,0,0,0,0,1,0,0,1,0
저런거 부추기는 좌파좌좀 개새끼 시민단체들 부터 조져야지 . 맞불 작전 모르노?제주도 시민들은 그럼 전라도에도 같이 난민 대거 수용하자라고 해봐라 어떤 개 씹소리들 하는지 ㅋㅋ,0,1,0,1,0,1,0,0,0,0
왜? 공론화가 필수일까요?,0,0,0,0,0,0,0,1,0,0
ㅇㄱㄹㅇ 포주 욕하는 거 한번도 못 봤다 포주 악행에 관한 내용도 결국 창녀 욕으로 흐르는 기가막힌 강약약강에 학을 뗐다익이야,0,0,0,0,0,1,0,0,0,0
온가족들이 정신병자들이네,0,0,0,0,0,1,0,0,0,0
"아니 싫은건 싫어한다고 말할줄도 알아야지, 인정 ㅇㅇ. 나는 페미들과 민주건달들이 싫음.",0,0,0,0,0,1,0,0,0,1
컴공과 갈꺼다 이기 오늘부터 힘주겠노,0,0,0,0,0,0,0,1,0,0
미.친말이 왤케어눌하냐 진짜못배운티난다.,0,0,0,0,0,1,0,0,0,0
틀딱 박사모 씹년들아 보수 흉내내지말고 쳐 나가라,0,0,1,0,0,1,0,0,0,0
젠신병자 변신해서 하지 왜 냄져들 지들이 화장하면 더 예쁘다며,1,0,0,0,0,1,0,0,0,1
그냥 치료 불가능한 거의 장애에 가까운 정신병임,0,0,0,0,0,1,0,0,0,0
ㄹㅇ 저런 애들 주위에 한명씩은꼭있다 ㅋㅋ생각하는ㄱ니ㅣ 유치한걸떠나서 자페증애같음,0,0,0,0,0,1,0,0,0,0
디져 개새끼들아,0,0,0,0,0,0,1,0,0,0
무슬림 잡아다 삼일 굶겨놓고 눈 앞에서 삼겹살 구워다가 입에 들이밀면 어떤 반응을 보일까,0,1,0,0,1,0,0,0,0,0
열등해서..남성호르몬 대리에만 간 머대리라서.,0,0,0,0,0,1,0,0,0,0
솔직히 저게 상식이고 당연한건데도 우린 당연한거에 열광하고 박수를 쳐야할만큼 이 사회가 심각히 비상식적이란거지..,0,0,0,0,0,0,0,1,0,0
고졸 남녀의 업무능력은 똑같다라는 전제부터 증명하고 말해라.,0,0,0,0,0,1,0,0,0,1
ㅆㅂ된장국을 얼굴에 달려줘라,0,0,0,0,0,0,1,0,0,0
"급식충들도 상위 5%말곤 나머진 강제 지잡,고졸,전문 행인데 뭔또 급식>학식충이냐",0,0,1,0,0,1,0,0,0,0
씨발 중간에 비위상해서 내렸다..,0,0,0,0,0,0,1,0,0,0
혹시 서민동네 쥐나오고 싸구려벽돌에 손으로 치면 퉁퉁 소리나는합판으로 지은 싸구려 주택에서 살면서 늙어빠진 노부부 이웃이 케잌 갖다주면 와우 갓양인이 나에게 케잌을 주었어 이러고 감격하노?,0,0,0,0,0,1,0,0,0,0
"옛날 원로목사님들은 극보수인데, 전라도 출신 목사들이 전국에 퍼져서 요즘은 좌좀소굴임.",0,0,0,1,0,1,0,0,0,0
ㅋㅋ 저것보다 문제생기면... 그게더큼 관리사무소가서 이 놀이터에서 사고났다책임져라,0,0,0,0,0,0,0,1,0,0
"3명이서 그랬네 35,38,24",0,0,0,0,0,0,0,1,0,0
나도 혹한기훈련때 영하28도 찍었다고 하니까 미필새끼들 안믿음,0,0,0,0,0,1,0,0,0,0
역시 무슬림 = 돌대가리 쓰레기 정신병자 ㅉㅉ뭘 배운게 있어야 저런게 귀한줄 알지처먹고 자살테러밖에 모르노,0,1,0,0,1,1,0,0,0,0
66 꼭 손잡아주던 99 66 남자 경찰분 99 에라이 좆병신 젠신병자댕이노 똥내 조팔,0,0,0,0,0,1,0,0,0,1
전북? 장애인? 끄덕끄덕,0,0,0,1,0,1,0,0,0,0
ㅇㅕ의도 종로도 아니고 뭔 금융권이야 ㅅㅂ아 삼성 생산직 노가다꾼들이지 어멋 남편 공고지만 삼성맨이거든욧!!수원 영통구 맘충마냥,0,0,0,1,0,1,0,0,0,1
사토미...헉헉.....,0,0,0,0,0,0,0,1,0,0
텍혐ㅋㅋㅋㅋㅋ좆팔 글만읽어도 장애있는냄져같놐ㅋㅋㅋㅋ,0,0,0,0,0,1,0,0,0,1
6 더치페이 안 하던 김치녀 역관광 9 이딴 영상 좋아하게 생겼노,0,0,0,0,0,0,1,0,0,0
중요점 1 : 이나영 원빈은 스몰 웨딩을 했지 거지 웨딩은 안했다. 중요점 2 : 걔네는 돈 앵나 넘쳐나게 많다. 좆팔 한남충들아,0,0,0,0,0,0,0,0,1,1
대한민국 김치녀들 보확찢 하는정의의 보확찢맨이 출동한다면?,0,0,0,0,0,0,0,0,0,1
나도 편돌이짓 정산할때 디스 세갑이 차이나서 엥??하다가 cctv돌리면서 포스기확인 존나했는데막상 내 잘못은 아니고 전타임이 뭔가 잘못했던듯 점장도 확인하고 니 잘못은 아니다라고 했는데하물며 200갑을 실수???? 거의 20보루인데 뭔잘못을 쳐한거냐 말돌리지 마라,0,0,0,0,0,0,1,0,0,0
고트흑 고트흑,0,0,0,0,0,0,0,1,0,0
"인문계 전교 꼴지가 가도 전교 3등 안에 든다는 여상졸이 여성 전체의 80%인데, 그 수준으로 누굴 가르치려 드는 거지?지 새끼를 성자로 키울려냐? 엄마 나 스님 할꺼야 엄마 나 신부 할꺼야 이러면 존나이 좋아하겠구만......ㅋㅋㅋㅋㅋㅋ",0,0,0,0,0,0,0,0,0,1
"젠신병자 극혐 한번 x 유전자는 영원히 x지 뭔 """,1,0,0,0,0,1,0,0,0,0
저때 진짜 일베 전성기라 개똘아이들 게시글 너무 많았지.5분안에 일베 못 가면 열페이지 뒤로 밀려서 일베 절대 못 가던 시절,0,0,0,0,0,0,1,0,0,0
그건 걍 젠신병자인듯 어차피 그게 그거지만 현실에서 보면 진짜 티가 안날수가 없노 글고 왜 죄다 저렇게 나를 쳐다보노ㅋㅋㅋㅋ앵나 빤히 내가 지 정체 아니까 부랄떨려서 그런듯,1,0,0,0,0,1,0,0,0,0
ㅋㅋㅋ 홍카콜라할땐 언제고 인제는 문카콜라냐? 일게이새끼들 김치녀마냥 유행타는거보소,0,0,0,0,0,0,0,0,1,1
역시 (주) 개독 !!!! 전도사가 청화대 차량으로 돌진 !!!! 이옴들은 단체로 미친 정신병자들!!!!!,0,0,0,0,1,1,0,0,0,0
거렁뱅이새끼들 교회에서 밥쳐먹으려면 최소 5천원정도는 하고 쳐먹자 나는 무굔데 종교를 떠나서 상도덕이란게 있어야지 씨발;,0,0,0,0,0,1,0,0,0,0
그냥 명성 니들은 교리 만들어서 교단 새로 만들어서 나가라 힘들게 땀흘리는 목사님과 교인들도 많다,0,0,0,0,0,0,0,1,0,0
시발 장애인년 아니면 짱께말투 딱 들어보면 아는데 정상적인 년들은 절대 좆족같은새끼들 안벌림,0,1,0,0,0,0,0,0,0,1
"그나마 대한민국에 행운이 따른겁니다. 극좌 빨갱이, 정신병 페미 단체들이 조직적으로 행동하다가 발각되었으니까요. 이기회에 숙청해야 합니다",0,0,0,0,0,1,0,0,0,1
동성애는 정신병자이고 병을 고쳐 주어야한다  신은 음과양을 만들었고 둘이 조화를 이루며 살아간다 양과양 음과음은 곧 파멸이다,1,0,0,0,0,1,0,0,0,0
무슨 수익률을 1년가지고만 하냐 ㅋㅋㅋㅋ최소 10년은 봐야지,0,0,0,0,0,0,0,1,0,0
댓글 드립에 진지빠노개독이 암만 ㅂㅅ이래도 저걸 진지하게 말할리가 잇냐무슨 정신병자도 아니고,0,0,0,0,1,1,0,0,0,0
계명대? ㅋㅋㅋㅋ어디지잡이노,0,0,0,0,0,1,0,0,0,0
문베충은? 혐오냐? 사실인데왜혐오지?,0,0,0,0,0,1,0,0,0,0
개좆같은 PC충들이랑 SJW 시발새끼들 부터 다 죽여버려야함,0,0,0,0,0,1,0,0,0,0
3번아닌가요? 못생기면 게이하면 안되는데... 뭐 현실에선 못생긴 냄져들이나 게이하겠지만,1,0,0,0,0,0,0,0,0,1
아~~ 진짜 교회들 싹다 재개발해주세요  짜증난다,0,0,0,0,1,0,0,0,0,0
어차피 친구가 준건데 어떻노 병신아,0,0,0,0,0,0,1,0,0,0
기레기:그룹이 듣보라 클릭수 유도하려면 A양이라고하는게 맞습니다.먹고살기위해선 어쩔 수 없습니다.하긴 뭐 집에서 좆긁좆긁 하면서 키보드로 일베나 처하는 샛기들이 알리가 없죠.,0,0,0,0,0,1,0,0,0,0
나 신검받을때 생각나네공익 장애인새끼들이 감히1급님한테 이래라저래라 깝치는데죽여버릴뻔 ㅎ,0,0,0,0,0,1,0,0,0,0
ㅋㅋㅋㅋㅋㅋ아 조팔 멋글이 더웃김,0,0,0,0,0,0,1,0,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 피씨충 수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 더더더더더 씹창나라,0,0,0,0,0,1,0,0,0,0
쌍도년 반갑노 이기이기 죽은 누나귀신 둘셋은 기본으로 붙은 개쌍도 좆놈 마 날도 더운데 시력재기하겠노 다 칼푹찍회쳐 낙태비빔밥에다 쓰까쓰까 비버버리자이기,0,0,0,1,0,0,0,0,0,1
제발 이런 기사 이런 사진 이런 사람들 안보고 싶다.,0,0,0,0,0,1,0,0,0,0
똥꼬충 기갈 오지노 ㅋㅋㅋㅋㅋ 똥꼬충 커뮤에 가서 됴.됴.됴.됴. 하며 ㅈㅎㅌㅊ 글 쓰고 있을 것 같노,1,0,0,0,0,0,0,0,0,0
경찰은 범죄. 라 확정해서 검찰에 넘겼으나. 기소유예. 반의사 불벌죄? 왜? 만든건가. 검사 니 딸이 당했어도. 참작? 해서 기소유예? 판결 가능하냐? 개 검사.,0,0,0,0,0,1,0,0,0,0
마리망가봐라 한국만 똥꼬충들이 병신같은 동인지 봊나 올려낸다 감자 두마리가 후장쎅스하는 표지만 봐도 역겹노,1,0,0,0,0,0,0,0,0,0
보통과 곱배기로 차별해서 판매하는것은 어떠한지요?,0,0,0,0,0,0,0,1,0,0
곧 pc충들에 의해 민주화 될 에피소드입니다.,0,0,0,0,0,1,0,0,0,0
옛날엔 인분먹는 똥개가있없지 요즘 서울한복판에 인분먹는 인개가 있다고 개가판치는세상 개판네,0,0,0,0,0,0,1,0,0,0
똑같은 성경을 갖고 설교해도 목사가 어떤 가치관을 갖고있냐에 따라 코에 걸면 코걸이 귀에 걸면 귀걸이,0,0,0,0,1,0,0,0,0,0
똥꼬충은 일베의 게이들이 쓰던 단어인데요. 게이들이 자기들이 똥꼬충이라고 하는걸 어떻게 말리리... 일베를 이용하는 게이도 많습니다. 기사가 잘못됐네요. 소수자에 대한 무지가 소수자에 대한 혐오가 아닐까요?,1,0,0,0,0,0,0,0,0,0
ㄹㅇ 미개하노,0,0,0,0,0,0,1,0,0,0
천벌을 받았구나 추접고도 더러운 일들이 수두룩한 집단,0,0,0,0,0,0,1,0,0,0
집안 망했네 한국여자와 결혼은 미친짓,0,0,0,0,0,0,0,0,0,1
"적화 다 된거냐?ㅋㅋㅋㅋㅋㅋ 기가 차다, 빨갱이들이 많긴 많은 가봐 이나라에",0,0,0,0,0,1,0,0,0,0
여윽시 맘충년들 저런년들이랑 결혼한남자는 대체 얼마나 병신일까?,0,0,0,0,0,0,0,0,0,1
이미 차별받으면 명예훼손죄 등 처벌할 수 있는 법안들이 많은데 포괄적차별금지법은 국민자유의사 억압법이나 마찬가지다!,0,0,0,0,0,1,0,0,0,0
요즘은 이민수속을 구청에서 하냐? ㅋㅋ,0,0,0,0,0,0,0,1,0,0
ㄹㅇ 재활용도 못하는구나.. 몰랐다 반성한다 이제부터 난 불쌍한 자지들이 고추크기와 상관없이 본인이 원하는대로 성전환을 많이 할수있도록 의사들에게 많은 도움을 청해야겠다 고추 작은 남자들이 차별받지 않고 성전환 수술을 할수있게 하자고 공론화 해야겠다..!,0,0,0,0,0,0,0,0,0,1
또또 여자들만 희생요구 ㅋ,0,0,0,0,0,0,0,1,0,0
견찰들 돈 잘 받아먹노 ㅋㅋㅋ 고위층 마약 게이트 수사는 안하고 연예인들만 조지네,0,0,0,0,0,1,0,0,0,0
없어져야 할 직업이군. 이 참에 전직 하시지,0,0,0,0,0,0,1,0,0,0
부끄럽다 추장관...,0,0,0,0,0,0,1,0,0,0
100퍼 똥꼬충 젠신병자 장애남 한남충임,1,0,0,0,0,1,0,0,0,1
짱깨 야동 가끔 받아보는데 깜둥이한테도 팔더라,0,1,0,0,0,0,0,0,0,0
who 흑인 사무 총장 보다 문재인이 100번 낫네,0,0,0,0,0,0,1,0,0,0
돈받고 일하는애들을 어찌이기노,0,0,0,0,0,0,0,1,0,0
그지들만 모였네??,0,0,0,0,0,1,0,0,0,0
저런 모습 보여주면 아부지 마음이 더 아프겠다,0,0,0,0,0,0,0,1,0,0
병신한국인 인종자체가 병신인듯,0,1,0,0,0,0,0,0,0,0
오로지 피싸개와 빨갱이 새끼들만을 위한 나라 둘다 빨갛다는 공통점이 있네,0,0,0,0,0,1,0,0,0,0
없이살수록 자격지심이 심해서 10원한푼도 손해안보려고하고 거지근성쩔음ㄹㅇ,0,0,0,0,0,1,0,0,0,0
이건 좀 아닌 것 같다는 의견을 내잖아요? 차별금지법에 의해 위반되서 3000만원 이하 벌금 혹은 3년징역이에요 ㅋㅋㅋ 여러분... 차별금지법 진짜 통과되면 안됩니다. 국민이라면 꼭 확인해보시고 잘 판단하셔야해요,0,0,0,0,0,1,0,0,0,0
윽엑 .. 시발 나알던 흙수저 공시충 생각나노.. 흙수저 새끼들 결혼하고 애낳는거에 환상있는거 확 죽이고싶노 다 불임수술해야함,0,0,0,0,0,1,0,0,0,0
