문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
나는 항상 '난 너의 의견에 존중하지는 않지만 너의 의견표현이 억압되면 너의 편에 서서 싸울것이다' 라는 마인드를 항상 가지고 있지만 똥꼬충은 예외다 ㅅㅂㅋㅋ내 부모 둘다 남자라고 생각하면 자살하고싶을듯ㅋㅋ,1,0,0,0,0,0,0,0,0,0
이제 누가 여기다가 댓글로 '그래서 끓여보았습니다.'라고 인증샷과 함께 올리면 재밌겠다.,0,0,0,0,0,0,0,1,0,0
이 정도면 청와대 청원감 아닌가요?,0,0,0,0,0,0,0,1,0,0
똥꼬충은 죽여야된다는 확신만 더 커진다,1,0,0,0,0,0,0,0,0,0
혐오조장이 후장충파티 목적이면 똥꼬충들 전부 M이노,1,0,0,0,0,0,0,0,0,0
둘다 문제다똥꼬충 ++ 무슬림,1,0,0,0,1,0,0,0,0,0
공짜는 없는법이야 싼값에 골뱅이만들어서 게이들이 지 후장딸라는줄 모르고 좋아하고 있노,1,0,0,0,0,0,0,0,0,0
저런 목사들이 진짜 믿음이 1%라도 가지고 있었다면 하늘 무서워서라도 저짓 못했을 겁니다. 그냥 지능적인 사기꾼에 불과해요,0,0,0,0,1,0,0,0,0,0
3번아닌가요? 못생기면 게이하면 안되는데... 뭐 현실에선 못생긴 냄져들이나 게이하겠지만,1,0,0,0,0,0,0,0,0,1
또 절라도냐?,0,0,0,1,0,0,0,0,0,0
신도를 돈으로 보는 개독목사들.. 예배를 꼭 다모여서 해야 되니? 훨 역사긴 카톨릭에서도..미사 불참시 혼자 기도로 대신할 수 있다..고 오래전부터 말해왔구만..,0,0,0,0,1,0,0,0,0,0
이슬람은 암세포다.타 세포의 존재를 억압 파괴하고오직 번식만을 지속하는 인간계의 암세포.,0,0,0,0,1,0,0,0,0,0
이란에서 태어나던가. 거긴 트젠든 좋아하고 게이는 죽이더라.,1,1,0,0,0,0,0,0,0,0
논리는 ㅇㅊ야,0,0,0,0,0,0,0,1,0,0
동성애자들보고는 동성애자인거 티내고 다니지말라면서 자기들은 동성애혐오 팍팍티내고 남의일에 오지랖 오짐,1,0,0,0,0,0,0,0,0,0
성소수지란 단어좀 ..제발..역겹다.그냥 변태지 그걸 미화하냐?그럼 스와핑은?3S는? 그건 변태고 동성끼리 꼴리는건 취향이냐?드러븐 도그 베이비들,1,0,0,0,0,0,0,0,0,0
똥꼬에 박는것도 취향이면 로리 좋아하는것도 취향인데 로리는 왜 범죄취급받음?,1,0,0,0,0,0,0,0,0,0
시발 돈고충으로 가즈아!!!!!!!!!!,1,0,0,0,0,0,0,0,0,0
게이잡는덴 성스러운 은으로 만든 말뚝이 최고지,1,0,0,0,0,0,0,0,0,0
"게이,성소수자,동성애자 다 좆까는 소리고,공식석상에선 호모,비공식적 자리에선 후장충,씹호모 정도가 적절해보임.",1,0,0,0,0,0,0,0,0,0
성소수자는 무슨;; 씨발 그럼 페도필리아에 뭐 이상한 페티시즘있는놈들도 다 성소수자라고 해야지 더러운 게이씹새끼들,1,0,0,0,0,0,0,0,0,0
동성애는 우리 자녀들에게 건강하지 못한 영향줍니다 반대합니다,1,0,0,0,0,0,0,0,0,0
"노가다해보면안다신호수,감시자로 아줌마들오는데틀딱들 못배워먹은몇몇새끼들 섹드립치고 존나귀찮게굼ㅋㅋ",0,0,1,0,0,0,0,0,0,0
혼자서는 힘들지만 도움을 요청한다면 얼마든지 탈동성애 가능하다고 하니 포기하지 마세요,1,0,0,0,0,0,0,0,0,0
이미 8월 14일에 검사 확진자수가 279명이었다. 이수치를 발표한게 8월 15일이었고..이 숫자가 광화문집회 탓이냐?,0,0,0,0,0,0,0,1,0,0
같은 성끼리 사랑한다는 것은 천륜의 법칙에 어긋납니다. 마치 정자와 정자끼리 만나서 임신된다는 격과 같은 논리죠... 세상 분위기가 동성애를 인정하는 추세라 해도 1 + 1= 3이 될 수 없는 것 처럼 아닌건 아닙니다...,1,0,0,0,0,0,0,0,0,0
TRASH ARTICLE that trying to support disgusting homosexuality. Wake up Korea !!!,1,0,0,0,0,0,0,0,0,0
저 게이즈충들 후장에 짬지 꼽고 지랄하다가 게이즈 걸린거 아니노? 누가 보면 정부가 인위적으로 감염시킨줄 알겠노 후팔,1,0,0,0,0,0,0,0,0,0
전세계 개신교 목사 수준.,0,0,0,0,1,0,0,0,0,0
그리고 진짜 잔머리 쓰는거봐..차별금지법반대하는 마치 꼴통같은 프레임을 기독교에 딱 씌우고있잖아!!그법이 어떻게 개정되고 보완될지 외국사례를보고 제대로 알면 일반사람들도 똑같이 들고일어날거다!!,0,0,0,0,0,1,0,0,0,0
좆나 냄새나는 조선족 OUT ^^,0,1,0,0,0,0,0,0,0,0
성중독이다 정상이 아니네 에이즈 코로나 슈퍼전파자 무섭다 동서울 터미널 3층 화장실 폐쇠했으면 좋겠다,1,0,0,0,0,0,0,0,0,0
ㄷㄷㄷㄷㄷㄷㄷ 역시 고이다 못해 썩은 물,0,0,0,0,0,0,1,0,0,0
왜 성소수자가 무슬림을 지지하냐? ㄸㄲ충들 사형시키라는 종교인데,1,0,0,0,0,0,0,0,0,0
마지막으로 트젠도 안고가는 6도덕페미9도 앵나오노 트위터하면서 별꼴을 다봤노,1,0,0,0,0,0,0,0,0,1
아는여자가한명도없는좆민수존민수지잡대진심악덕업주좆민수,0,0,0,0,0,1,0,0,0,1
트젠이 나쁘단 생각은 없는데 만약 바꿔줬을 때 같은 공간을 쓰는 여군들 인권은 무시하고 한 사람의 인권을 들어줘야 하냔거고 애초에 여군 지원도 아니었고. . 아무리 하고싶다해도 전역 후에 했어야 한다고 생각함.,1,0,0,0,0,0,0,0,0,0
나도 자유롭게 노무 ~노 쓰고싶다 이기,0,0,0,0,0,0,0,1,0,0
아.. 진심 혐오스럽다. 난 게이나 레즈 이해하는데 저렇게 옷벗고 길거리에서 깽판치는 건 진심 혐오감 든다..,1,0,0,0,0,0,0,0,0,0
동성애 안에 숨은 공산주의...정신차리세요,1,0,0,0,0,0,0,0,0,0
형을 피하려는 걸로밖에안보임,0,0,0,0,0,0,1,0,0,0
어느 나라든지 그나라의 관습.예절.사회적이념.풍습.등등 모두가 다르다. 우리나라에서는 아직은 동성간에 성결합은 인정하기 어려운 사회가 아닌가싶다. 대부분 남자끼리 생활하는 군대에서는 안되는게 맞다.,1,0,0,0,0,0,0,0,0,0
탈북자 좀 오지마 ㄱㅅㄲ들아 니들 형제나라 중국으로 가라,0,1,0,0,0,0,0,0,0,0
진심 더럽지만 보지쿠키는 먹어보고싶네...,1,0,0,0,0,0,0,0,0,0
제발 좋으면 안보인데서 가서 사랑을 하던 살던 길거리까지 나와서 지랄들 하세요,1,0,0,0,0,0,0,0,0,0
부럽다 ㅠㅠ,0,0,0,0,0,0,0,1,0,0
90퍼 창남결혼 나머지 10퍼 똥이즈 위장결혼,1,0,0,0,0,0,0,0,0,1
목사님~지금 믿는자가 일어설때 아닌가요?누구에게 누가 사과를 한단말씀이십니까? 같은 믿는자로 가슴이아프네요. 성도가 목회자를위해 기도해야할 세상입니까? 이 정권이 두려우신건가요?,0,0,0,0,0,0,0,1,0,0
게이나치 새끼들,1,0,0,0,0,0,0,0,0,0
인도남 보는 기분일듯ㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0
일뽕은 정신병이 맞다일뽕 탈출은 지능순,0,0,0,0,0,1,0,0,0,0
마굿간콜걸아들 믿는놈들수준,0,0,0,0,1,0,0,0,0,0
아니 시발 동성애자들이 티 안내고 있으니까 호모포비아들이 많지 않은거지 대놓고 저렇게 해버리면 시발 나라도 존나 동성애자 씹 극혐 스킨헤드된다,1,0,0,0,0,0,0,0,0,0
고재기 이쌔끼는 부관참시 후에 똥꼬충들한테 먹이로 줘도 부족한 버러지새끼다 철근형냐가 후장 뜷어놨으니 똥꼬충들한테 6969번 개통당할 일만 남은듯,1,0,0,0,0,0,0,0,0,0
첫짤 원본 첨보네ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
좆팔 ㅇㄱㄹㅇ이노 클리자위하는게 최고다 이기야노 냄져새끼들은 미개해서 지 좆만 흡입당하면 끝이지 클리는 신경도 안쓰노 ㅋㅋㅋㅋ조옷팔~~,0,0,0,0,0,0,0,0,0,1
특히 게이들이 에이즈가 많다는건 통계로 나왔다 그막대한 비용을 국민세금으로 지는데 그럼 이건 국민이 차별 받는거 아니냐?니들 사랑 때문에 피해보는 국민은 차별 아니냐고?이런건 말안하고 니들이 차별받는다고 말하지마라 차별이 아니라 니들 열등감이겠지,1,0,0,0,0,0,0,0,0,0
잡스도 애플초기로고 만든거보면 똥꼬충 아니었을까?,1,0,0,0,0,0,0,0,0,0
제 2 히틀러 성님과 제2 나치 부활 선언 영구존재지구를 잡아 삼켜 위대한 도이췰란트가 영구 지배해야 한다,0,0,0,0,0,0,1,0,0,0
똥꼬충도 급이있노,1,0,0,0,0,0,0,0,0,0
동성앤 100% 정신병이야 뇌가 잘못된거지저기다 휘발유 붓고 라이터를 켜라빨갱이 + 개중공인(대만인 제외 단 홍콩인은 포함) + 동생애자 + 님미악질들 + 미국악질흐긴 들 공통점이 지구에서 박멸이 답,1,0,0,0,0,0,0,0,0,0
홍어들 쟤네들 강간할려다가 쳐맞음ㅊ쟤네들은 지네들이 원하는 섹스가 아니면 여전사 빙의해서 칼들고 설친다 홍어들 강간못함,0,0,0,1,0,0,0,0,0,0
걍 포르노 배우로 전직 ㅊㅊ 시작하기도전에 인지도 ㅆㅅㅌㅊ,0,0,0,0,0,0,1,0,0,0
북한 선수새끼들 쌔게 나가면 그냥 뺨 후렸으면 좋겠다한국 선수들이 북한 같은 민족이라고 그지새끼들 너무 봐주는 경향이 있음,0,1,0,0,0,0,0,0,0,0
개슬람 존나 싫어,0,1,0,0,1,0,0,0,0,0
아직까진 불필요하다 여자 남자속에서 숨어살면서 또 소수자를 만들고 지네들이 하는게뭔데....불편해 그냥 숨어살어,1,0,0,0,0,0,0,0,0,0
차금법 통과시키면 나라 엉망된다,1,0,0,0,0,0,0,0,0,0
트렌스젠더 여자는 어떤 성별이냐 그냥 중성화수술아냐,1,0,0,0,0,0,0,0,0,0
난근데 쟤네신ㄱ기한게 왜 게이보면 항문섿스먼저 생각하냐고 뭐라하잖앙 근데 왜 저런 섹스관련된 콘텐츠로 행사를하지,1,0,0,0,0,0,0,0,0,0
난민으로 들어가면 됨 문제 없음,0,0,0,0,0,0,0,1,0,0
레즈든 게이든 동성애는 정신병임,1,0,0,0,0,0,0,0,0,0
후장똥내나노,1,0,0,0,0,0,0,0,0,0
믿고 거르는 한국보지,0,0,0,0,0,0,0,0,0,1
퀴어축제 싫다고 니들이 원하는 거 권리로 내세우면서 왜 싫어하는 사람들 권리조차 박탈시키려고 하는거냐고 그냥 싫었었는데 이젠 역겨워지려고 그러네,1,0,0,0,0,0,0,0,0,0
후장충들은 다필요없고러시아식 물리치료가 시급하다,1,0,0,0,0,0,0,0,0,0
젠신병자 변신해서 하지 왜 냄져들 지들이 화장하면 더 예쁘다며,1,0,0,0,0,1,0,0,0,1
"우리나라 트랜스젠더들은 그냥 정부나 여기여론이나 이태원에서 몸팔면서 살라고 장려하는듯합니다. 대학교,군대,공무원,사기업 어느곳하나 직장잡기힘들고 여론 역시 지 가족이 될수도 있는사람한테 벌레같은소리나 하고있네요",1,0,0,0,0,0,0,0,0,0
유세차량 사고 유족들한테 몰려가서 개소리하더니 또 꼬충이 형냐들한테까지 ... 어휴 절레절레,1,0,0,0,0,0,0,0,0,0
냄져들은 단어로만 말하노? 모국어는 재기 줬노?ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
동성애 독재법 포괄적 차별금지법 결사 반대!!,1,0,0,0,0,1,0,0,0,0
주작하고 자빠졌네 ㅋㅋㅋ용의자도 아니고 무슨 목격자를 추적해서전화를해 그시간에 범인잡지,0,0,0,0,0,0,1,0,0,0
"성경에 버젓이 동성애는 옳지 않다고 써있는데, 목사가 당연히 성경 기준으로 가야되는거 아니냐? 무슨 소수자 인권이니 성 정체성이니 풀뜯어먹는 소리하지 말고 목사면 성경 기준대로 해라.",1,0,0,0,0,0,0,0,0,0
"586 꼰대들, 자신 독선과 오만이 절대 선이자 진리로 앎. 가만히 둬도 망할 정권에 감나라 배나라 하는 것 자체가 시간 낭비.",0,0,1,0,0,0,0,0,0,0
똥꼬충 빨갱이새ll끼들,1,0,0,0,0,1,0,0,0,0
바른 정보 감사합니다. 많은 동성애자들이 사망의 길에서 돌이키길 원합니다,1,0,0,0,0,0,0,0,0,0
에이즈 검사도 해야지 코로나 보다 더 고질병이다.,1,0,0,0,0,0,0,0,0,0
워딩 바꾸는거 좋노 ㅇㅇ이제 업업 ^트젠짓^으로 쓰겠노 이물질 걸르라고 있는 속눈썹에 마스카라만 봐도 앵나 기괴하노,1,0,0,0,0,0,0,0,0,0
솔직히 퀴어축제에서 하는 짓거리들 봐라. 혐오스럽지 않냐? 동성애하는 니들끼리 체육관 같은 실내에서 조용히 하라고. 보기 싫은 자유도 보장해줘야지.,1,0,0,0,0,0,0,0,0,0
마 호식아 선호랑 칙칙폭폭하다가 게이즈 걸려서 재기하는게 사죄노. 창놈후장 뚫어줄 고재기표 철근이 기다리고있다이기.,1,0,0,0,0,0,0,0,0,0
페르시아만 은 조용한 날이 없노,0,0,0,0,0,0,0,1,0,0
"그냥 전라도 출신 , 강간 성추행 전과자 , 남성성 자체에 트라우마를 가지고 있는 저지능 성소수자 제외하고 최소한의 사람 구실이라도 하는 20대 남자는 죄다 문재인 싫어한다고 보면 됨. 그냥",1,0,0,1,0,1,0,0,1,0
일베충과 동급이네,0,0,0,0,0,1,0,0,0,0
동성애의 결과중 가장큰 문제점 자기들끼리 성욕구를협의하에해서 걸린 에이즈 그리고 원치않은 성폭행 동성간 동성애자가 이성을성폭행할때 그결과 에이즈가 걸렸을때 이건 누가책임지나요?,1,0,0,0,0,0,0,0,0,0
일게이가 실제 게이인줄 안다 일반인들은그리고 일베벌레새끼들 내지는 똥꼬벌레들이라고 불림.T팬티 입고다니는 남자새끼들 내지는 동성애 똥꼬충들 하면 보통 일베를 떠올리더라.그리고 베충이 캐릭터에 똥꼬가 그려져 있는게 많아서 게이소리 듣는것도 있다.,1,0,0,0,0,0,0,0,0,0
고추 작아도 -> 게이세요? 게이들은 고추 작아도 후장으로 섹스할 수 있잖아요,1,0,0,0,0,0,0,0,0,0
똥꼬털리고 나서 후회중이네? 대한민국도 똑같은 짓을!,1,0,0,0,0,0,0,0,0,0
미개한종자들 폭력을 힘으로 아노 ㅉㅉ 폭력이힘이었음 진작 니넨 길거리 칼뿍찍 당해야하노 병신같이 자기감정하나 못추스리고 일치고 다니는 ^한남^답노 구웨에에엑~,0,0,0,0,0,0,0,0,0,1
조카님 일베했었어?ㅎ,0,0,0,0,0,0,1,0,0,0
수정했다 이기야. ㅆㅎㅌㅊ한남들한테 악마는 과분하노. 음식물쓰레기만도 못한새끼들,0,0,0,0,0,0,0,0,0,1
본인도 저 답글보고 할 말 잃었을듯 ㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
개병신아 인도네시아 말레이 무슬림이 무슨 아랍여자야 기초상식도 없는 새끼가 이딴 글 쳐쓰고 있네 더 웃긴건 강간한게 아니라 시도했다라고 하는데 영어도 모름 ㅋㅋㅋㅋㅋㅋㅋㅋ 븅신 ㅋㅋ,0,0,0,0,0,0,1,0,0,0
아오 시발 똥꼬후장충 새끼들 싹다 잡아다가 보일러실에 감금하고 야구빠따로 뚜드려패고 싶다,1,0,0,0,0,0,0,0,0,0
동성애는 성경을 떠나 반사회적인 현상임 지들끼리 즐겨놓고 에이즈치료를 세금으로 하는게 말이됨? 인권이 아니라 쾌락에 찌든거지,1,0,0,0,0,0,0,0,0,0
복음의 능력으로 탈동성애를 한 분들의 사례를 보니 교회는 동성애혐오세력이 아닙니다 오히려 선한 영향력을 주고 있습니다,1,0,0,0,0,0,0,0,0,0
따먹힐수만 있으면 에이즈각 성병각 100퍼라도 부랄딸랑이는게 자지다 이기야,1,0,0,0,0,0,0,0,0,1
저돈에 여자가 없는게 이상한거 아닌가? 여자도 조사해라 ㅋㅋ,0,0,0,0,0,0,0,0,0,1
20대초반김치년들 이슬람체험법 만들어야된다,0,0,0,0,0,0,0,0,0,1
아니씨발 꼭 티를내요 좋으면니들끼리몰래하세요 씨발련들아 뭘존중해달라느니이해하달라느니개소리쳐싸지말고 진짜로 제 눈앞에 나타난다면 맥주병으로 대가리 존나 깨드리겠습니다 게이씨발련들아,1,0,0,0,0,0,0,0,0,0
이로써 죠샌진과 짱개는 동일함을 알게됨,0,1,0,0,0,0,0,0,0,0
똥꼬충 새끼들이 여자인척하면서 이퀄리즘으로 여자들한테 물타기시전하는거 역겹노 이기야ㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0
개학을 안했으면 같은반아이들 부모들은 안전할거 아닌가?,0,0,0,0,0,0,0,1,0,0
병신아 북한주민들 탈북하면 더 살만해진다는거 이미 알고있음 통제하고 감시하니까 탈북 못하는거,0,0,0,0,0,0,1,0,0,0
조팔 쓰까들 얘기 들을 때마다 앵나 스트레스 받노 글쓴련한테 완전 동감한다 쓰까는 이제 여자한테 도움이 안된다 말만 페미지 그냥 똥꼬충인권운동가나 마찬가지임,1,0,0,0,0,0,0,0,0,0
조족은 아닌 거 같아서 ㅈㅎ,0,1,0,0,0,0,0,0,0,0
여장남자 CD들도 퀴어인가?,1,0,0,0,0,0,0,0,0,0
동성애가 아니라 성도착증 같은데,1,0,0,0,0,0,0,0,0,0
에이즈 치료비용을 전부 국민세금에서 부담하는 에이즈 천국! 농부가 일하다 다쳐도 자신의 치료비는 부담 하는데... 지들끼리 항문성교 하다 걸린 에이즈를 왜 국민 세금에서 부담 하는지?,1,0,0,0,0,0,0,0,0,0
기안내 여기까지 풀풀 나서 역겹노. 좆놈들 그나마 할 줄 아는 게 좆국어 밖에 없으니까 좆국어 못하면 무시하는데 그남들보다 못난 년 좆국에 한 명도 없노 ㅋㅋㅋㅋ 단체로 재기시켜야 한다이기,0,0,0,0,0,0,0,0,0,1
여자 다섯명이서 가위치기!! 인간지네!!,1,0,0,0,0,0,0,0,0,0
528 게이 정병으로 몰면서 레즈 후려치지 마라 성별하고 젠더 관련 글 쪄야 겠노 조팔,1,0,0,0,0,0,0,0,0,0
너무나도 이상하게 옳은말이 터부시되는사회가 됐네 동성애는 있어서는 안되는 사회악이다,1,0,0,0,0,0,0,0,0,0
잘가게나 슬람 아멘,0,0,0,0,1,0,0,0,0,0
상위권에 포진한 여대의 존재자체그로인한 약대정원 여성우위당장튀어나오는것만해도 이건데 씨발아 일베헛햇냐?,0,0,0,0,0,0,0,0,0,1
그리고 트랜스들이 돈은 잘 벌더라. 물론 얼굴+몸매 좀 되야 버는거지만.,1,0,0,0,0,0,0,0,0,0
능력도 있고 의지도 있는 년이 판사 돼서 자혐 판례 만들면 좋기야 하지 한둘은 나오지 않겠노,0,0,0,0,0,0,0,0,0,1
나는 싫다는데 자꾸 찝적대는 똥꼬충이 아니라 석천이형처럼 윾쾌한 똥꼬충이면 괜찮다이기,1,0,0,0,0,0,0,0,0,0
커밍아웃이 싫었거나 차변이 싫음 집구석에 쳐박혀 잇엇어야지 이시국에 크럽? 또라이덜!,1,0,0,0,0,0,0,0,0,0
게이새끼들 지네들도 늙으면 저거 다 타고 다닐꺼면서 ~ ㅎㅎ,1,0,0,0,0,0,0,0,0,0
관심 좀 주지마@@@@@@@@@@@@@@,0,0,0,0,0,0,0,1,0,0
돼지라 멍청한가보네 당한거 또 당하고,0,0,0,0,0,0,1,0,0,0
ㅆㅂ 똥꼬충 ㅆㅂ새키들박원숭 아웃,1,0,0,0,0,0,0,0,0,0
남편몰래한다는걸 믿냐? 한두푼도 아니고? 다 의논해서 하는거고 일터지면 부인이 나몰래한거라고 핑계대는거지...,0,0,0,0,0,0,0,1,0,0
갑자기 외계인들이 지구 쳐들어와서 힘으로 예쁜 여자 뺏어서 따먹는다고 상상해봐라. 레즈년들 입장에서는 남자가 그 외계인임.,1,0,0,0,0,0,0,0,0,1
접속차단?ㅋㅋㅋㅋㅋㅋ그러면 웜년들 오프에서 더 활발히 활동할거노,0,0,0,0,0,0,0,1,0,0
논점은 게이가 아니다. 다들 쟁점은알고 떠들길,0,0,0,0,0,0,1,0,0,0
고추 잘랐다고 여자라 우기는것도 웃긴일. 한번 남자면 평생 남자여 그냥 고자고.,1,0,0,0,0,0,0,0,0,0
ㄹㅇ팩트다,0,0,0,0,0,0,0,1,0,0
일뽕사망wwwwww,0,0,0,0,0,0,1,0,0,0
똥꼬충들 후장 풍혈이라 지갑넣고 빗넣고 이것저것 넣고 다니는거 아니었노 똥꼬충들 주는 물건 쓰지마라 똥묻음 윾엒,1,0,0,0,0,0,0,0,0,0
페미들은 정신병원에 처넣어야 이 나라가 바로섭니다 저게 할짓입니까 니들이 공산당이랑 다른게 뭐냐,0,0,0,0,0,0,0,0,0,1
똥꼬충들이 하는건 섹스가 아니러 후장박타는 것이다 이기야노,1,0,0,0,0,0,0,0,0,0
역시 좌파 쓰레기들은 똥꼬충이었다....시발 에이즈새끼들...,1,0,0,0,0,0,0,0,0,0
"팩트보건복지부, 질병관리본부 문서다",1,0,0,0,0,0,0,0,0,0
똥꼬충은 지들끼리 똥꼬나 쑤시지 왜 엄한사람한테 피해주냐,1,0,0,0,0,0,0,0,0,0
당연하지 ^^ 한남사회에서 페미안되는게 더 용함,0,0,0,0,0,0,0,0,0,1
정말 몰라서 묻는건데요...조국의 범죄행위라고 밝혀진게 뭐가 있죠?...자본시장법 어떤 조항을 위반한거죠?...,0,0,0,0,0,0,0,1,0,0
자지의 사명은 재기뿐인 쀼젤라,0,0,0,0,0,0,0,0,0,1
항문섹스가 합법이건 불법이건...거리에서 저 꼬라지로 돌아다니는 건 동성애자 이성애자를 떠나서 경범죄 아니냐?,1,0,0,0,0,0,0,0,0,0
여성우월국가 여성우대국가 여성배려국가에서는 당연한 결과지,0,0,0,0,0,0,0,0,0,1
항문성교하다귀두에콩나물걸려나오는거아니냐,1,0,0,0,0,0,0,0,0,0
성소수자들이 어떤삶을 사는지 학생들은 아는가? 변실금 에이즈 우울증 수없이바뀌는상대ᆢᆢ이상변태성욕이 불편하고 싫은 사람은 모두 혐오하는 사람들이라고 일방적으로 몰아붙이고 있다 5살 아기같다,1,0,0,0,0,0,0,0,0,0
제발 차별금지법이 통과되지 않도록 힘 써 주세요 동성애는 엄연한 죄 입니다 타고 나는 것이 결코 아닙니다,1,0,0,0,0,0,0,0,0,0
이정도로 보혐력 충전되겠어? 마지막에 맘충이 사장한테 침이라도 뱉어야지 보혐이 충전되지 다시 그려와,0,0,0,0,0,0,0,0,0,1
그걸 누가받아주노 놈딱 어떤 개병신국가도 안받아줄것같노 익이야,0,0,0,0,0,0,1,0,0,0
러시아에서 막심선생 수입이 시급하다,1,0,0,0,0,0,0,0,0,0
B85 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ 좆돼지 컨셉이노 ㅋㅋ,0,0,0,0,0,0,1,0,0,0
ㅋㅋㅋ무슬림혐오 반대래 ㅋㅋ무슬림은 똥꼬충을 혐오할텐데 ㅋㅋㅋ일방적인 짝사랑,1,0,0,0,1,0,0,0,0,0
난 게이는 좋게보는데 레즈는 몽둥이 찜질하고싶음,1,0,0,0,0,0,0,0,0,0
야 조팔 노르웨이남 와꾸 빻았던데 그것보다 더 빻은 거면 답 없는거 맞노?,0,1,0,0,0,0,0,0,0,0
워마드폐지시키면 인정해줄게!,0,0,0,0,0,0,0,1,0,0
관심받을려고 그러는거 같다 ㄷㆍㄷ 허락하마 섹스를 하거라,0,0,0,0,0,0,1,0,0,0
남성전용? 게이사우나밖에 더있나~~~!!~~!~!~!~!,1,0,0,0,0,0,0,0,0,0
가끔 저렇게 여자같은 몸 + 마인드로 태어나는 남자 있다는데 어차피 트젠일거 몸 잘타고났노,1,0,0,0,0,0,0,0,0,0
동성애 조장법은 적극 반닥한다!,1,0,0,0,0,0,0,0,0,0
이기적이고 미개하다,0,0,0,0,0,0,1,0,0,0
사장님 전생에 뭘 구하셨길래 입구컷을 성공하셨는지...부럽습니다.,0,0,0,0,0,0,0,1,0,0
"쒸,펄,,,내 자쥐가,,, 펄떡펄떡,,,거리는구나,,,이눔,시끼야,,,평소엔,,,잘 스지두 않더니,,,드뎌 니눔이 정신을 차린게냐,,,",0,0,0,0,0,0,1,0,0,0
그냥 하지마........ 욕 안 하고 안 하면 될 것을..............,0,0,0,0,0,0,0,1,0,0
"결사 반대다! 후대를 초토화시키는 악법이 결코 만들어져서는 안된다. 성윤리는 인간의 마지노선과 같다. 짐승은 본능을 따라 살지만, 인간은 도덕적 성윤리를 따라 산다. 기형성욕 합법화라니...결코 있을 수 없다! 속히 차별금지법을 철회, 폐기하라!",1,0,0,0,0,0,0,0,0,0
캐나다 어데고? 대게 10년차 넘어가면 가까운 지인들한테 캐나다 오라고 함부러 못한다 이기 ;;,0,0,0,0,0,0,0,1,0,0
이슬람국가에서 저딴소릴 한게 잘못임.,0,0,0,0,0,0,1,0,0,0
