문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
저런 것만 걸러보면 나름 기본기 다지기 좋은 책이다 이기 한국인이다 보니 김치 부랄들의 빻은 점은 잘 까더노,0,0,0,0,0,0,0,0,0,1
유태인과 무슬임. 다 지들 빼고는 이교도는 죽이거나 노예로 삼아야 한다며 사람 취급 안하는 노답이지.,0,1,0,0,1,0,0,0,0,0
근데 세월호드립은 진짜로 웃겨서 ㅋㅋㅋ 남발하는거냐?저게 웃기면 진짜 사회생활 못할정도일탠데,0,0,0,0,0,0,0,1,0,0
그러면 좆국이 웜련들의 보지놀이터가 될 것이다.,0,1,0,0,0,0,0,0,0,1
절이 싫으면 중이 떠나야지.바퀴벌레만도 못한 짱깨씹새끼들ㅋㅋ,0,1,0,0,0,0,0,0,0,0
솔직히 한국에서 태어나서 박정희 욕하는새끼는 간첩이거나 전라도새끼임 ㄹㅇㅍㅌ ㅂㅂㅂㄱ,0,0,0,1,0,0,0,0,1,0
나 웜창인생인데 왜 이거 처음 보노? 앵나 면상 갈렸노,0,0,0,0,0,0,1,0,0,0
씨팔ㅋㅋㅋㅋ웃챙 ㅋㅋㅋ저걸 변명이라하노,0,0,0,0,0,0,1,0,0,0
"애미뒤진 종북단체, 간첩새끼들은 북한에서 지령받고우리나라 사회 발전 못하게 방해 선동 교란 이간질 존나해댐특히 전라도새끼들",0,0,0,1,0,1,0,0,0,0
"반일하는 새끼 = 전라도, 짱깨 ㅇㅇ",0,1,0,1,0,0,0,0,0,0
좆슬람이랑 여성인권 똑같다익이 후팔,0,1,0,0,1,0,0,0,0,0
좌파들이 쪽수 모자라니까 지들 입맛에 맞는 조선족 외노자들 선거권 주고 정권 뺏으려는 수작이지..,0,1,0,0,0,1,0,0,0,0
이래서 북한은 미래가없는거임 ㅋㅋㅋ 생각하는게 짱깨랑 다른게없네,0,1,0,0,0,0,0,0,0,0
여자자주안가니까 맞다고 하는데그럼 게으른사람이 이득을 본다는소리 ㅇㅈ하는거네?북괴같은논리펼칠래? 저게 공평하다고 생각되냐?바빠서 여자보다 더 못가는 남자는 어떻함?스키에 미친여자는 어떻함?,0,0,0,0,0,0,0,1,0,0
솔직히 개독 + 개슬람 혐오하므로 짱깨 응원한다착개죽개,0,1,0,0,1,0,0,0,0,0
고인의명복을빕니다,0,0,0,0,0,0,0,1,0,0
동포 이런 말 만들거나 하는새끼는 뚝배끼 바로 깨야됨.그냥 중국인이고 짱개임.환경 마인드가 전부 짜장바퀴인데 시간 아깝게 ㅄ짓이노,0,1,0,0,0,0,0,0,0,0
에라이 쌍도새끼ㅋㅋㅋㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
내무부장관님 모시면서용돈 받고 사는 한남 인생이구만무슨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
그래도 기독교가 이렇게 심한게 다행스럽네,0,0,0,0,1,0,0,0,0,0
난 짜사이도 존나 싫어하는데 중국새끼들이 짜사이 맛있다고 입안에 한주먹씩 쳐넣으면 죽통날리고싶을듯.,0,1,0,0,0,0,0,0,0,0
뭔가 다른 차원의 와꾸가 열렸노. 이남은 확실히 another level이노,0,0,0,0,0,0,0,0,0,1
"성경에 버젓이 동성애는 옳지 않다고 써있는데, 목사가 당연히 성경 기준으로 가야되는거 아니냐? 무슨 소수자 인권이니 성 정체성이니 풀뜯어먹는 소리하지 말고 목사면 성경 기준대로 해라.",1,0,0,0,0,0,0,0,0,0
이혜인 기자님~~~ 왜...??? 남자와 여자 사이를 이간질 하나요 ??? 아름답다는 표현이 차별이란게 맞나요?? 제발 상식적인 생각을 하세요..이것이야 말로 역차별아닌가 ㅠㅠㅠ,0,0,0,0,0,0,1,0,1,0
잘했노 개짓거리하러 동남아 가는 새끼들이 뚫린 주둥아리라고 나불나불 한남좆병신들은 모가지 따야 조용해지노,0,1,0,0,0,0,0,0,0,1
"튀기 = 웬지 동남아, 흑인 혼혈같음. 다문화 = 동남아 혼혈같음.",0,1,0,0,0,0,0,0,0,0
저런쓰레기같은새끼들다시북괴로안보내냐?,0,1,0,0,0,0,0,0,0,0
아따 번역 찰지게 잘하노ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
연변버리고 대림동 외 서울곳곳에 좆족바퀴벌레 자치주 건설햇잖노,0,1,0,0,0,0,0,0,0,0
머한민국에서는고향을 물어보는것도수치고 불편하고 지역 차별이란다,0,0,0,0,0,0,0,1,0,0
지금까지 특검수준의 조사해놓기 뭘 또 할려구? 나경원 아들래미 특혜 수사나 해보자,0,0,0,0,0,0,1,0,1,0
탈북자들이 오히려 북파공작원들 일수도있다황개도 거짓투항해서 적벽대전에서 이겼잔아불붙인배 조조선쪽으로 보내서,0,1,0,0,0,0,0,0,0,0
조선족 새끼들잠 다잣네 ㅋㅋㅋㅋㅋㅌㅌㅌ 아이고 배야,0,1,0,0,0,0,0,0,0,0
무슬림 추방하라,0,1,0,0,1,0,0,0,0,0
와 근데 진짜 과학이구나...생김새가 어쩜 정말 전.라.도 사람처럼 생겼을까...,0,0,0,1,0,0,0,0,0,0
음 후장적출 가능할듯? 부랄터뜨리기도 가능하노,0,0,0,0,0,0,1,0,0,0
아니 .. 죄질이 무겁다면서 왜 집유를 하는건지 모르것네요 죄질무거워 3년 집유 5년 이게 말이 되는지,0,0,0,0,0,0,0,1,0,0
친일파 처단 이용하는 애들보면 야권애들이 더 많더라 ㅋㅋㅋ친일파는 처단해야되지만그렇다고 친중할 이유는 없자나? 개같은 짱깨랑 친중파 새끼들아,0,1,0,0,0,0,0,0,0,0
출산율 낮은데 김치년이랑 강제교배해서 흑노예만들자,0,1,0,0,0,0,0,0,0,1
시골 가면 동남아년들이 반이다 나이 처먹은 병신새끼들이 20 30대 돈 주고 사와서 결혼함. 사실상 인신매매 ㅋㅋㅋ 이게 머한민국의 미개함을 말해준다,0,1,0,0,0,0,0,0,0,0
투자이민제 만큼 위험한 것이 중국기업의 한국기업 인수다중국같은 공산당 독재 국가가 운영하는 기업들의 한국기업 M&A를 허용하면 안된다,0,1,0,0,0,0,0,0,0,0
나도 저렇게 생각하던 때가 있었는데 자트릭스 깨달으면서 생각 싹 바뀌었노. 애초에 이 나라에서 진보가 좋아하는 ^여성^을 대표하는 정치인이었으면 절대 대통령 못됐노ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
조선족게이트 진상을 밝혀주세요,0,1,0,0,0,0,0,0,0,0
하 시발 내가 낸 세금을 ㅈ같이 쓰고 있네난 결혼도 안할꺼라 내 아내 내 딸 생각해줄 필요도 없는데시발꺼 개 빡치네,0,0,0,0,0,0,1,0,0,0
ㅋㅋㅋㅋ 정게분리 해놨는데이젠 내정간섭도 해야하노짱깨새끼들이랑 다른게 뭐지 ㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0
여자들은 여자한테 잘해주고남자들도 여자한테 잘해주면누가 남자한테 잘해주냐?,0,0,0,0,0,0,0,1,0,0
왜 희한한게 개념보수녀들은 다 미인이냐 게다가 이분은 전투력도 오지네,0,0,0,0,0,0,0,0,0,1
그런 조선족을 잡은 빅타이거 선생님 ㅠㅠㅠ,0,1,0,0,0,0,0,0,0,0
머구? 끄덕끄덕,0,0,0,1,0,0,0,0,0,0
모욕죄로 고소가 너무 남발한다. 무슨 말을 못해ㅋㅋ 이제 가식만 떨어야하는 세상임,0,0,0,0,0,0,1,0,0,0
쪽빠리들은 ㄹㅇ 망했네 주사기 기술 하나없어서 한국한테 빌붙네,0,1,0,0,0,0,0,0,0,0
그냥 한국말하는 짱깨지 뭐 그이상도 이하도 아님.,0,1,0,0,0,0,0,0,0,0
50대 청년 ㅋㅋㅋzzzzzㅋㅋㅋ씨발 ㅋㅋㅋ 하긴 7~80대 박사모들이 보기에는 50대도 애새끼지,0,0,1,0,0,0,0,0,0,0
근데 좀 신(고무신 아님ㅎ)나노;;,0,0,0,0,0,0,0,1,0,0
외노자+불체자+인권단체+기획재정부가 떠벌이는 다문화차별금지법이 생각나盧,0,1,0,0,0,1,0,0,0,0
이게 한국의 현주소다. 동성애는 지지하지만 퀴어축제는 쪽팔린다.,1,0,0,0,0,0,0,0,0,0
어차피 증명할 방법도 없으니 막던지네 ㅋㅋ 그냥 난민출신 흑인뚱녀 페미니스트라는 설정도 덧붙이지 그러냐 ㅋㅋ,0,1,0,0,0,0,0,0,0,1
최현희선생 전라도라서 전라도판사빽있음,0,0,0,1,0,0,0,0,0,0
짱깨한테 항의하는 시위는 이상하게 없음. 짱깨새끼들은 존나게 패야됨. ㅆㅂ,0,1,0,0,0,0,0,0,0,0
평생 데리고 살아줘 쥐포새끼들아^오^,0,0,0,0,0,0,1,0,0,0
저건 이재용부회장 집행유예가 부당하다는 글이 아니고내 남편 삼성다닌다고 자랑하는 글이지덤으로 그래도 나는 깨어있다 이것도 자랑하고,0,0,0,0,0,0,1,0,0,0
그래서 저 새끼는 mbc를 갔을까요? 안갔을까요? 졸렬한 새끼,0,0,0,0,0,0,1,0,0,0
"서울 새끼들 서울 제외하고 나머지 도시는 다 시골이라고 무시하는데 통일되면 북한은 향,부곡,소 쯤 되는거냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,0,0,1,0,0,0,0,0,0
예전 초딩 아니 국민학교책에 내세울거없어서 단일민족 부심만 부리던것들이이제 다문화에 국가예산 다 쏟아부음,0,1,0,0,0,0,0,0,0,0
이 시국에 3만명이 쳐모이는게 사람새끼들이냐,0,0,0,0,0,0,1,0,0,0
이상준 황비홍댓냐,0,0,0,0,0,0,0,1,0,0
"아씨발 어쩔수없이 다문화 받는다면 개씨발새끼들도 군대가고 세금 똑같이내고 의무 다해라 진짜 대한민국 국민으로서 할거다햇는데 깜디,튀기라고 놀림받고나서나 차별이라고해라 개같은새끼들",0,1,0,0,0,0,0,0,0,0
갓양녀 할머님이 스윗해보여,0,1,0,0,0,0,0,0,0,1
내가 여자라면 저 문구 보고 더 결혼 말릴 것 같은데,0,0,0,0,0,0,0,1,0,0
보르웨이 보웨덴 씨발새끼들,0,1,0,0,0,0,0,0,0,0
조선노예들이 하도 새끼를 안까니깜둥이노예 짱깨노예를 들여온것 뿐이다단지 그뿐이다,0,1,0,0,0,0,0,0,0,0
인도에선 저 지랄 해도 소한태 함부로 못하지,0,1,0,0,0,0,0,0,0,0
화분대가리 한남충은 ㄹㅇ 정도를 모르노이기이기,0,0,0,0,0,0,0,0,0,1
"김치응딩이 따숩다 이기야저거 강제 북송시키라 이기글고 북한이 점거중인 땅은 우리가 찾아야 할 대한민국 고유영토가 맞지만, 거기 살고 있는 사람은 대한민국 국민이 아니다 이기야. 죄다 중국, 중앙아시아로 내쳐야된다",0,1,0,0,0,0,0,0,0,0
똥푸산 개등신 새끼들 여성전용석도 만들더니만 ㅉㅉㅉ,0,0,0,1,0,0,0,0,0,0
짱개 가서 걍 넘어가면 되지 저렇게 질질 짜는 이유가 뭐냐?정말 가고 싶은게 아니라 뭔가 노림수가 있겠지,0,1,0,0,0,0,0,0,0,0
벌금 700만원이 끝이고 다른 조치는 없냐? 보복해서 지 딸 죽이겠는데 저러다,0,0,0,0,0,0,1,0,0,0
금천?? 음. 냄시가 나는디 냄시가,0,0,0,1,0,0,0,0,0,0
따지고 보면 세상에 개념녀는 없는 듯 지들 입맛에 안맞으면 무조건 김치녀잖아. 인도의bad girl중에 빵을 둥그렇게 말지못하면 배드걸이란 표 보고 어이털렸노,0,0,0,0,0,0,0,0,0,1
군대라는 특수조직은 더욱이 사회와 달라야한다 유일하게 조국을 지키기 위해 적을 살상하는 조직인데 상식적으로 일반과 같게 적용하는건 불가능하다,0,0,0,0,0,0,0,1,0,0
문화적차이는 이 씨발놈들이.문화적 차이 수용은 니들이나해 씨발놈들아이슬람가서 전도짓 하는것도 씨발 문화적차이로 이해하라고 말할 병신같은 외노자새끼들,0,1,0,0,1,0,0,0,0,0
동성애자 차별금지는 찬성. 나머지는 전부 반대.,0,0,0,0,0,1,0,0,0,0
ㅋㅋㅋㅋㅋㅋ 왜 걸릴까봐쫄리냐 차이나게이트법 발의 반대하면 뭐 걍 빼박조선족인증이지,0,1,0,0,0,0,0,0,0,0
최 근대사에 신한 염전 노예도 언급해야지민주화의 열사들의 고향에서 벌어진,0,0,0,1,0,0,0,0,0,0
이자스민따위가 서울대 법대 강용석을....?,0,1,0,0,0,0,0,0,1,0
"집에서 남한테 피해안주고 야동보는건 범죄고,서울한복판에서 그것도 대낮에 애들보는앞에서 옷벗고 날뛰는건 무죄랑께요~~~~",0,0,0,0,0,0,1,0,0,0
기레기 영어 개거지. 브라이트바트....브레이트가 아니다.,0,0,0,0,0,1,0,0,0,0
이세상에 중국인 이슬람 새끼 아프리카 새끼들은 없어져야함,0,1,0,0,0,0,0,0,0,0
일베에도 씨발 조선족 새끼들 너무 많아 체감상 댓글에 20%는 조선족인거 같음,0,1,0,0,0,0,0,0,0,0
틀딱새끼들은 하나로 통일좀 해라좆족 짱깨 홍어 40대대깨문 틀리앙 맘충도대체 뭐노 이기야~,0,1,1,0,0,0,0,0,0,1
별 시답잖은 뻘글... 그러니 기레기야.,0,0,0,0,0,1,0,0,0,0
"지금 무사한게 문제가 이니라 앞으로 학대할거 같은데, 감시 잘 해야 애가 무사할텐데....",0,0,0,0,0,0,0,1,0,0
북한사람치곤 참괜찮네 ㅋㅋㅋ 근데 시발 동네가 무슨 전라도 섬마을이냐 애새키들 민도 ㄷㄷ해,0,1,0,1,0,0,0,0,0,0
"한국내 외국인 범죄, 필리핀내 한국인을 상대로 한 범죄에 대한 해결방안 물어봐라",0,1,0,0,0,0,0,0,0,0
과학이고 증거고 뭐고 다 팔아먹었구만,0,0,0,0,0,0,1,0,0,0
미국강아지들은 중국기사 돌아다니면서 멍멍거리네,0,1,0,0,0,0,0,0,0,0
중국인이 왜 집단적 한글패치를 해가지고 우리사회를 혼란에 빠트림,0,1,0,0,0,0,0,0,0,0
이정도면 똥송 거르고 윾쾌함 인정 아니냐 ㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0
젠신병자는 뒤져야된다 이기야,1,0,0,0,0,1,0,0,0,0
조선스러운 모든걸 부정하고 멀리해라. 술마시는 문화도 조선스러운 거야.스무살만 되어도 주량타령하는게 인싸문화인 천박한 나라.,0,1,0,0,0,0,0,0,0,0
병신아 9억이하 대출 40퍼 나오고 그 이상은 20퍼 나오는거야예를들어 10억 아파트 산다치면 3억6천+2천 대출 나오는거,0,0,0,0,0,0,1,0,0,0
똥꼬섹스는 싫지만 가위치기는 좋아한다.,1,0,0,0,0,0,0,0,0,0
능력되면 한국 뜨고 외국여자 만나는게 답,0,1,0,0,0,0,0,0,0,1
중국이 사라지지 않는한 다른 돌연변이가 나올꺼임,0,1,0,0,0,0,0,0,0,0
소오름;;; 한국인은 저렇게 안못생김요,0,1,0,0,0,0,0,0,0,0
개쌍도 새끼들 솔직히 허세 극혐이다 으으....아무도 널 멈출수없다는 지허ᆞㄴ아 잘 살고있니,0,0,0,1,0,0,0,0,0,0
웃긴건 검사나 판사도 현재 법이 좆같다는거 다 앎. 내가 별거 아닌 댓글로 광우병 그분한테 고소쳐먹고 검찰청에 가니깐 검사가 성추행처럼 상대가 느끼기에 좆같으면 다 걸린다고 조심하라더라..그리고 기소유예 주더라 씨발..,0,0,0,0,0,0,1,0,0,0
술 열잔 사줘도 술 한잔 안사는 전라도술 한잔 사주면 술 열잔 사는 경상도,0,0,0,1,0,0,0,0,0,0
ㅂㅅ 인증ㅋㅋ,0,0,0,0,0,0,1,0,0,0
한녀들은 애초에 사랑같은거 없다그냥 돈많은놈에 빨대꼽는 기생충일뿐,0,0,0,0,0,0,0,0,0,1
홍어들 & 짱깨바퀴벌레새끼들 씹극혐,0,1,0,1,0,0,0,0,0,0
다른게 틀린건 아닌데 안타깝네. 가장 힘든 사람은 본인일거다.악플은 자제해주자.,0,0,0,0,0,0,0,1,0,0
세상에 무슬림+짱깨라니 핵전쟁나면 제일먼저 위구르에 핵 날려야겠노....,0,1,0,0,1,0,0,0,0,0
"진압당하고 쳐발리면 홍통일체라며 양비론으로 해버리고 날라버림, 졸렬한 홍어새끼들 ㅋㅋ",0,0,0,1,0,0,0,0,0,0
야이 씨발오늘도 똥송해야 되냐 ㅠ ㅠ,0,1,0,0,0,0,0,0,0,0
기자새끼들 왜 갑자기 난민 이미지 세탁하는 기사 존나게 쓰냐? 무슨 지령받았냐 어젠 뭐 공부하고 싶다 어쩐다 좆같은 기사가 나오더만,0,1,0,0,0,1,0,0,0,0
종교를 떠나서 피아식별좀하자 제발 개독이라 욕할때가 아니다적의 적은 아군인거모르냐?지금 기독교 욕하는 새끼들은 걍 난사하는 병신들임,0,0,0,0,0,0,1,0,0,0
아버지 감성 팔아먹으면서 보지 노동력 갈아먹는거 덮으려는 수작 노무잘보여서 한남좆같노 옆에 사람이 다죽어가도 지 살짝긁힌 생채기가 더 아프다고 광광댈 한남새끼들,0,0,0,0,0,0,0,0,0,1
정확히는 K 즌라 잼민 이잖아,0,0,1,1,0,0,0,0,0,0
보통여자들이 다 창녀짓 하는 거기 때문에 청원이라든지존나게 퍼다 나르고있는거임,0,0,0,0,0,0,0,0,0,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 무사히잼,0,0,0,0,0,0,0,1,0,0
키아차있노 ㅋㅋㅋㅋㅋ와 근데 개슬람들 와꾸는 ㅅㅌㅊ네,0,1,0,0,0,0,0,0,0,0
조선족 쓰레기들 중국으로좀 꺼져라 왜 바퀴벌레처럼 한국에와서 사냐 그 자랑스러운 중국에 살아,0,1,0,0,0,0,0,0,0,0
박근혜가 좆족인 이유,0,1,0,0,0,0,0,0,1,0
이글 구라임이글 구라임이글 구라임이글 구라임이글 구라임이글 구라임이글 구라임이글 구라임이글 구라임이글 구라임저격글:,0,0,0,0,0,0,1,0,0,0
토착왜구 아시아경제,0,1,0,0,0,0,0,0,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팝콘처먹을수도있지 시발 ㅋㅋㅋㅋㅋㅋㅋㅋ 제일 재밌는 3대 구경중에 하나가 싸움인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
다문화척결은 삼베 받으시오,0,1,0,0,0,0,0,0,0,0
나...먼저 보지좀...,0,0,0,0,0,0,0,0,0,1
난 근데 솔직히 방송서 나대는 탈북자들 이해안감저런거 이북서 다 모니터링할텐데 잠이올까점점 자극적인 이야기만하는데 간첩들한테 목따일거 생각하면 이불밖으로 안나갈거같은데,0,1,0,0,0,0,0,0,0,0
오피단속걸리는 애들은 진짜 로또사봐야하는거 아니냐?,0,0,0,0,0,0,1,0,0,0
SNS에 올리고 커뮤에 퍼날랐다 이기야 만드느라 고생했노 워추 주노,0,0,0,0,0,0,0,1,0,0
히잡이 개성이라니요... 무슬림 여성의 인권이 바닥친다는 증거인데... 당장 들고 일어나지는 못할 망정 세뇌가 이렇게 무섭네요,0,1,0,0,1,0,0,0,0,0
"제발 우리나라도 짱깨새끼들, 조선족, 동남아 파키스탄 외노자새끼들 쫒아내자",0,1,0,0,0,0,0,0,0,0
오늘도 조선족 바퀴벌레들은 열심히 댓글알바 하고 있구나,0,1,0,0,0,0,0,0,0,0
기왕 이렇게 된거 난민 좀 받아서 제주도에 짱박아두고 대마초 합법화가즈아아아~~~~~,0,1,0,0,0,0,0,0,0,0
병신한국인 인종자체가 병신인듯,0,1,0,0,0,0,0,0,0,0
외국이라하고 꼬시면 후장도 따겠노 껄껄,0,0,0,0,0,0,1,0,0,0
이란에서 태어나던가. 거긴 트젠든 좋아하고 게이는 죽이더라.,1,1,0,0,0,0,0,0,0,0
필리핀도 일본군한테 당한게 많을텐데 왜 저러냐;;,0,1,0,0,0,0,0,0,0,0
성폭행은 그쪽의 전통이지관행이어서 봐주는거 아니었냐.섬 강강범들은 존나 봐주더민,0,0,0,1,0,0,0,0,0,0
사람이 저렇게 날라가는데 주위사람들은 머리카락도 하나 안날리네. 장풍 참 정밀하게 잘쏘네,0,0,0,0,0,0,1,0,0,0
사스가 유럽의 짱깨 프랑스 ㄷㄷ,0,1,0,0,0,0,0,0,0,0
일베새끼들이 좆나 빠는 명박이가 조선족 다문화 졸 퍼준건 아노? ㅋㅋㅋ,0,1,0,0,0,0,0,0,1,0
ㄴ재기멸치야 글을 좀 읽어라이기,0,0,0,0,0,1,0,0,0,0
이슬람은 싹다 없어져야 된다,0,1,0,0,1,0,0,0,0,0
이래서 내가 카스만 마신다,0,0,0,0,0,0,0,1,0,0
검은색 v넥 관전모드 ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
제주도 들어왔다던 오만인지 거기서온 난민새끼들 어케됬냐? 다시 돌아갔냐?,0,1,0,0,0,0,0,0,0,0
길에서 저러고 있는 자댕이 보면 경찰서 신고하면 되노 바로 견찰들 와서 쫓아보내주노,0,0,0,0,0,0,0,0,0,1
이셰키가 어디서 약 팔라고,0,0,0,0,0,0,1,0,0,0
아니 근데 원래 군대 한국국적이어도 외국인외모면 면제시켜주지않나?,0,0,0,0,0,0,0,1,0,0
강서구+칼 이란게 조선족이란 편견을 주입해넣은듯. 뭐 저도 조선족들에 대한 감정은 정말 안좋지만(자해공갈단에 250만원 뜯긴 적 있음) 이건 아님.,0,1,0,0,0,0,0,0,0,0
북한 선수새끼들 쌔게 나가면 그냥 뺨 후렸으면 좋겠다한국 선수들이 북한 같은 민족이라고 그지새끼들 너무 봐주는 경향이 있음,0,1,0,0,0,0,0,0,0,0
쓰까들은 페미도 아닌 똥꼬니스트노. 똥꼬 인권운동가로 이름바꾸고 똥권 열심히 지켜라 안말리노. 그러니 페미니즘에서 나가라. 페미니즘한다면서 6헤테로보지9를 가해 기득권으로 보면서 패는것들이 무슨 페미니스트?ㅋㅋㅋ개그하노. 니들은 똥꼬니스트노.,1,0,0,0,0,1,0,0,0,0
내같으면 엘리베이터에서 존나 폴짝폴짝 뛰어서 흔들거리게 하거나 내리세요 할때 내려서 열림버튼 누르고 안보내줄듯,0,0,0,0,0,0,0,1,0,0
저 아나운서 키라라 아스카 닮았노,0,0,0,0,0,0,0,1,0,0
저거 태워서 범법 행위면 그게 더 쓰레기인거지. 말그대로 예수 업은 독재체제 수준임,0,0,0,0,1,0,0,0,0,0
튀기니 뭐니 해도 조선민좆보다는 나음,0,1,0,0,0,0,0,0,0,0
