문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
하나 더 첨언하자면 좃족은 좃족끼리도 서로 못믿음ㅋ 좃족 사장이 직원구하면 한국말 유창한 좃족보다 한국말이 좀 서툰 한족을 구하는게 더 빈번함. 왜? 지네들도 알거든. 뭐하면 바로 뒷통수치고 나갈애들이 좃족이라는 걸,0,1,0,0,0,0,0,0,0,0
사막에서도 살아남은 새끼들을 너무 과소평가하면 안되는데,0,0,0,0,0,0,1,0,0,0
주접도 길게 나부러놨네 ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
나라버리고 튄주제에 참,0,0,0,0,0,0,1,0,0,0
이분최소난박이,0,0,0,0,0,0,1,0,0,0
ㅋㅋㅋㅋㅋㅋ 키도 작고 얼굴도 좆빻았으면서 앵앵우노,0,0,0,0,0,0,1,0,0,0
제발목사선발 기준좀 만들어라...개나소나 다 목사하니 기본 가치도 없고 정서도 없는 사람들이 어떻게 양때를 모는 목회자가 되겠냐...이건 개신교의 절대적 잘못이다.,0,0,0,0,1,0,0,0,0,0
이 나라는 땅 덩어리도 좁고 인구도 별 많지도 않은데도,0,0,0,0,0,0,1,0,0,0
게임에 일베 민주당 오덕 사기 묻어있어도 할텐데 페미 묻어있으면 손절인데 당연하지 ㅋㅋㅋㅋ ㅡ,0,0,0,0,0,0,0,0,0,1
7번 제정신이냐? 그럼 의무는 다하지않고 권리만 챙기겠다는심보냐 ㄹㅇ 누가만들었는지는 몰라도 미쳐도 제대로 미쳤네,0,0,0,0,0,0,1,0,0,0
시발ㅋㅋ 목사가승려따묵하고후장에다가 싸는순간 정복감개쩔겠노ㅋㅋ 일게이새끼가 여시년존나따묵고질싸할때느끼는정복감이랑비슷??,1,0,0,0,0,0,0,0,0,0
걍 다 쫓아내야지. 그리고 저딴 벌레 같은 것들은 욕해도 무국적자니깐 모욕죄 성립 안되겠네 ^노^,0,0,0,0,0,0,1,0,0,0
소아성애자는 좀 그럼차라리 스와핑같은 상호 협의가 가능한게 낫지아니면 1대 다 갱뱅이나,0,0,0,0,0,0,1,0,0,0
아따~~~ 우덜은 섹슈없으면 못산당께~~~ 섹슈가 전부여~~~ 그라서 우덜 다니기 젤 편한곳에 만들었당께~~~,0,0,0,0,0,0,1,0,0,0
샾아니냐 해시태그 죽여버리고싶네 뭐냐그건,0,0,0,0,0,0,1,0,0,0
ㅅㅂ 존나예쁘다,0,0,0,0,0,0,1,0,0,0
뭔 남군들의 부정적인 시선이야? 여군들도 뜨악하지... 트렌스젠더의 인권만 생각하는 편향된 기사 논조 시르네~~~,1,0,0,0,0,0,0,0,0,0
봐 군복이 문제가 아니라 한남이 문제라니깐 옷걸이가 좋으니깐 얼마나 멋지냐,0,0,0,0,0,0,0,0,0,1
차별금지법은 절때 통과 못함 왜냐면 보지 맘충들이 개거품 물고 반대하거든ㅋㅋ 기독교 아니라도 어차피 통과못한다 보지 맘충 지지표 없으면 끝장나는 정부인데 무리수 두겠냐,0,0,0,0,0,0,0,0,0,1
무슬림 저 씹새끼들은 월드클래스 분탕종자들이다 씨발,0,1,0,0,1,0,0,0,0,0
그게 왜 지돈이야 일본 남자꺼지 한녀수준 진짜..,0,0,0,0,0,0,0,0,0,1
ㅋㅋ 실향민은 국민이고 탈북자는 배신자들이랑께,0,1,0,0,0,0,0,0,0,0
와 시발 내고향이 어쩌다가..,0,0,0,0,0,0,1,0,0,0
"교황청 “동성애는 죄, 축복할 수 없어”   동성애는 선택(Choice)nnnn",1,0,0,0,0,0,0,0,0,0
미친 ㄸㄹ이 집단 또 있었네 아오 진짜 ㅡㅡ 검사 해 준다고 할 때 받아라!!,0,0,0,0,0,0,1,0,0,0
틀딱6마리 몰려서 놀러 다니면 짜증 신고해도 출동도 안하고 ㅅㅂ,0,0,1,0,0,0,0,0,0,0
니들 또 빤스만 입고 나올거냐??,0,0,0,0,0,0,1,0,0,0
오윾다됐^노^,0,0,0,0,0,0,1,0,0,0
오빠 이거 뭐야?나 구글 아이디 없는데.. 그냥 오빠꺼 쓸게 ~,0,0,0,0,0,0,0,1,0,0
짱깨 야동 가끔 받아보는데 깜둥이한테도 팔더라,0,1,0,0,0,0,0,0,0,0
블랑 미만잡,0,0,0,0,0,0,0,1,0,0
넘의 일에 입 터는게 참 입싼 한남들 답노 깔깔깔,0,0,0,0,0,0,0,0,0,1
시위할시간에 벼룩시장 인크루트 사람인 잡코리아 뒤지는 분들이 진짜 승리자다.,0,0,0,0,0,1,0,0,0,0
"현역비율이네방위라고 지금 공익과는 전혀다른, 현여콰 비슷한 병과가 대부분이었음.특히 전투방위라는 송추방위는 후방 현역 싸다구 날리는 훈련 받음.개소리로 선동하지 마라",0,0,0,0,0,0,1,0,0,0
쌍도까면 홍어랑께 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ홍어까면 쌍도랑께 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
다 좋은데 공공장소에서 쪽수 믿고 소란피우지들 말고 조용히들 처먹었으면 좋겠어요,0,0,0,0,0,0,1,0,0,0
근데왜다 뻐큐하고있는거냐?,0,0,0,0,0,0,1,0,0,0
이만갑에 나왔던 목사네,0,0,0,0,0,0,0,1,0,0
짱깨~ GO HOME!!!이것보다 좋은 구호는 없다.,0,1,0,0,0,0,0,0,0,0
고대 이미지 완전 개 씹창 나겠네 ㅋㅋㅋ부정입학에 탈북자 전형에 아주 씨발 ㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0
코인으로 돈 좀 벌었으면 몇만원말고 몇천원 짜장면 사먹으라고 보내줘라 그냥 ㅋ,0,0,0,0,0,0,0,1,0,0
그걸 왜 해 일베랑 싸우는 집단이면 좋아보이는게 당연한거아닌가 그냥 보는놈들의 무지를 벗을때까지 겪어봐야함,0,0,0,0,0,0,0,1,0,0
시위 시끄럽다. 잠좀 자자,0,0,0,0,0,0,1,0,0,0
정권유지할려고 아무리 표팔이를 한다해도 이것은 아니지 않냐?,0,0,0,0,0,0,1,0,0,0
조금만 검색해봐도 시기가 안 맞다는 거 알 수 있는데 선동되는 것들은 무뇌충이지,0,0,0,0,0,0,1,0,0,0
진짜 찢어 줏여버리고 싶다,0,0,0,0,0,0,1,0,0,0
여신도 따먹는 목사들이 더 나쁘다고봄... 어떤목사는 남에 여자따먹어야만 극도로 오르가즘 느낀다고 함...,0,0,0,0,1,0,0,0,0,0
또 다른 기득권 이용자들은 호구냐 통행료 내려,0,0,0,0,0,0,1,0,0,0
난10개ㅋㅋ근데 7번뜻이 의무를 다하지는 않더라도권리는 누려야겠다는거냐?ㅋㅋ시발련들 수준보여주네ㅋㅋ,0,0,0,0,0,0,0,0,0,1
어우시발 저런데 한달만 살면 정기 다빠지겟지?,0,0,0,0,0,0,1,0,0,0
내전 나겠네 ㅋㅋ 팝콘 사놔라,0,0,0,0,0,0,1,0,0,0
ㄷㄷ 정 그러면 지 세금으로 먹여살리지 시발,0,0,0,0,0,0,1,0,0,0
이스탄불 건너자 말자 뒤져부렸노wwww 다리 하나 건너자 말자 뒤짐 Wwwww,0,0,0,0,0,0,1,0,0,0
저렇게 속는것들이니 개돼지라 그러지,0,0,0,0,0,0,1,0,0,0
그래 이제부터가 시작이야~ ㅎㅎ,0,0,0,0,0,0,0,1,0,0
지럴 그만해라.문당선 백퍼다.니덜이 깜깜이 여론조사 안봐서 그런다.난 지인 통해서 봤다.게임 끝이다.,0,0,0,0,0,0,1,0,0,0
부산머 띵문이었노 띵문머 다 뒤져뿟노?? 쌍도자지새끼들 코르셋들이 꼽은 한남충 선호도에서도 ㅆㅎㅌㅊ 사실상 좆센자지중 서열최하위인데 머단한 착각이노 깔깔,0,0,0,1,0,0,0,0,0,1
전역시켜야한다...미쳤네 다시 여군으로 입대하세요..어디서 다 지하고싶은대로야.,0,0,0,0,0,0,1,0,0,0
급식충들은 뒤져도돼,0,0,1,0,0,0,0,0,0,0
3시간 즐긴단다 3초찍 한남충은 똥꼬충들도 못 쓴다이거노? 껄레껄레 곧 배구공 처넣다가 재기할 똥꼬충 빵디 구웨에엑,0,0,0,0,0,0,0,0,0,1
뭐라노 매미니즘자지가 풉,0,0,0,0,0,0,0,0,0,1
남자인데?,0,0,0,0,0,0,0,1,0,0
나설레? 탑이야 이게 아니고바텀이야 이래야 설레지 ㅉㅉ,0,0,0,0,0,0,0,1,0,0
6(풉)웜송합니다9웃챙이노 껄레껄레ㅋㄱㅋㅋㅋㅋㄱㅅㅋㅋ,0,0,0,0,0,0,1,0,0,0
아진짜 트젠이랑 섹스하고싶다,0,0,0,0,0,0,1,0,0,0
진짜 쟤들은 얼마나 가난한거냐,0,0,0,0,0,0,1,0,0,0
느그아빠한테도 큰엄마가 반말할꺼다 불편해 하지마라,0,0,0,0,0,0,1,0,0,0
존나 유치하네,0,0,0,0,0,0,1,0,0,0
기자가 쓰레기수준이다. 12명 대상자중 범야권 후보가 8명인데..당연하 야권후보의 지지율 합계가 더 많겠지... 국민을 바보로 아는구나..,0,0,0,0,0,0,1,0,0,0
정말 정말 이나라 이땅 전세계작으로 동성애가 자리잡지 못하길 원합니다!! 코로나로 인한 여파두 넘 크네요!!,1,0,0,0,0,0,0,0,0,0
첫사랑 메갈에 외않만나조충이노,0,0,0,0,0,0,1,0,0,0
돈때문임.. 이집트에서 남자들 자기나라보다 잘사는 외국여자들 꼬셔서 결혼하고 돈뜯어내고 팔자고치려고함.. 이집트 일반인 한달월급 30~50만원임....ㅡ.ㅡ,0,1,0,0,0,0,0,0,0,0
난 이새끼들이 이런 얘기할때가 젤 이해안가 병신들아 하던대로 하고놀아 쫌,0,0,0,0,0,0,1,0,0,0
원본은 노모임? 와 씨발 일게이들 분발해야겠노 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
국민여러분!이번에 선거 눈잘뜨고 가려냅시다!신천지끄나풀!신천지~나라말아먹은 것들!감싸주는 정치인 벌레같은 구더기,0,0,0,0,1,0,0,0,0,0
옳다구나새로운 화력쇼다재재 방출 운동이다살인자는 나가야지지인생도 좆된거다하차 운동 시작한다허위사실로 인한 살인이다,0,0,0,0,0,0,1,0,0,0
저런식으로 묻는다는건 기본 예의가 없는거죠 헤어져도 할말 없음,0,0,0,0,0,0,1,0,0,0
저 사장 분명 일베한다,0,0,0,0,0,0,1,0,0,0
"일상속에 당신들끼리 즐기십시요. 그것이 정상인양 아름답게 미화하지 마세요 동성간의 사랑은 아름다운 우정이고 육체적 탐닉이 함께 하는 것이 성소수자들이 말하는 사랑이죠 동성애, 수간, 소아성애, 시체성애, 난교  이런 모든게 성수자죠",1,0,0,0,0,0,0,0,0,0
탈북하면서 남자 좆맛 많이 봤을듯,0,1,0,0,0,0,0,0,0,1
씨바 뭐하고 있냐!!!,0,0,0,0,0,0,1,0,0,0
라도 세끼들하고 친해지는데는 기술이필요없음근데 후에 통수조심해야지 ㅋㅋ,0,0,0,1,0,0,0,0,0,0
ㅅㅂ 여장취미 아녀?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
좆노잼임 1도 보지마라,0,0,0,0,0,0,1,0,0,0
나 불렀노,0,0,0,0,0,0,0,1,0,0
극혐이네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
이거 완전 자적자아니노?,0,0,0,0,0,0,0,0,0,1
배부른새끼들이네 미국 유럽 이런데 말고 아프리카 동남아로 이민가라면 안갈새끼들이,0,0,0,0,0,0,1,0,0,0
뭐만 하면 중국공략... 저러고 기어나가서 제댜로 성공한 벤처가 얼마나 된다고,0,0,0,0,0,0,1,0,0,0
헐 자지짓이었다는거 이제알았노 후팔,0,0,0,0,0,0,0,0,0,1
뭐가 맘충이야 그냥 및치ㄴ련이지,0,0,0,0,0,0,0,0,0,1
마누라가 아니였으면 해고하면 끝낼수있는데 ㅋㅋ,0,0,0,0,0,0,0,1,0,0
전라도놈들이 왜저러는줄아냐 ㅋㅋㅋㅋㅋㅋㅋ우파여도 미친놈 취급받으니 그냥 쉬운길가려고 티안내고 묻어가는거다그래도 막상 투표날은 민주당찍어야한당께 ㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
생각보다안더움,0,0,0,0,0,0,0,1,0,0
좆빻은 와꾸 올릴거면 정화짤도 같이올려라 오전에 먹은 낙태비빔밥 다 토했노 구에에에에엑,0,0,0,0,0,0,1,0,0,0
글쓴게이 남반구라서 게으르다면서답글은 좆나 부지런하게 다는중.,0,0,0,0,0,0,0,1,0,0
이번 휴가때 쌍도갔는데 쌍도촌놈들 왜캐 서울사람만 보면 자격지심 쩔어서 촌놈촌놈 거리는거냐우리가 보기엔 지들이 촌놈이구만물론 전라도는 빈민국 ^오^,0,0,0,1,0,0,0,0,0,0
해명도 거짓말인게 들통났는데 무슨. 기사를 쓰려면 물타기로 논점 흐리지 말고 꼭바로 써라.,0,0,0,0,0,0,1,0,0,0
예뻐질 노력을 안 한다는 거노?ㅋㅋㅋ 빨간약 먹기전엔 30 넘으면 죽고싶다 생각만 했지 지금처럼 탈조 힘주고 경쟁에서 한남 찍어누르려고 이렇게 노력하면서 산 적도 없노,0,0,0,0,0,0,0,0,0,1
왜 신부들이 저런 지랄하면서 신도들을 성당에서 발걸음 돌리도록 하는지 모르겠따,0,0,0,0,0,0,1,0,0,0
돈받고 기사쓰나,0,0,0,0,0,0,1,0,0,0
도성회 이강래 협잡해서 톨게이트 수납원들 자회사로 몰아넣고 이강래 그 댓가로 가족들 사업체로 일감 몰아주기 마누라는 그 회사인 인스코비 자회사 주식4만주를  보유하고 있다! 그만 처먹어라 배탈난다! 이 도둑넘들아~~~,0,0,0,0,0,0,1,0,0,0
'혐'자 안붙이냐?? 눈정화하게 누가 예쁜여자 사진좀 올려라,0,0,0,0,0,0,1,0,0,0
병신인걸 인정하면 유쾌한데 요즘은 인정을 안함,0,0,0,0,0,0,1,0,0,0
이기 머장님아니노!! 기받아간다이기야!!,0,0,0,0,0,0,0,1,0,0
이글의 방점은 '절대'에 있다,0,0,0,0,0,0,0,1,0,0
나중엔 일베 금지법도 만드려나,0,0,0,0,0,0,1,0,0,0
카더라 좆까 씨팔아,0,0,0,0,0,0,1,0,0,0
ㄷㄸ 서비스가 곳곳에 있는것 같더라참 좋은 현상이더라,0,0,0,0,0,0,0,1,0,0
솔직히 이건 정상참작이다,0,0,0,0,0,0,0,1,0,0
콩으로 메주를 만든다고 해도 못믿겠다 이것도 쇼로 보인다 지지율 뚝 떨어지니 급하긴 급했구나 공유라고? ㅋ 애쓴다,0,0,0,0,0,0,1,0,0,0
꺼저 씨발놈들아,0,0,0,0,0,0,1,0,0,0
논리 같은 소리 하네 군대 얘기에 출산 가져다 붙이는 주제에,0,0,0,0,0,0,1,0,0,0
잘먹었습니다,0,0,0,0,0,0,0,1,0,0
대구에선 저런게 보물이야?하긴 대구는 거지니까....,0,0,0,1,0,0,0,0,0,0
민주화유공자 안되서 다행,0,0,0,0,0,0,0,1,0,0
"ㅇㄱㅆㄹㅇ이다익이야 후팔 앵나 머단하시노. 자기 커리어,인생걸고 터트리신거노",0,0,0,0,0,0,1,0,0,0
ㅋㅋㅋ 반사적으로 돌면서 봊나 대가리 후려치면 꿀잼이겠노 누가 나 안쳐주나 기대되네,0,0,0,0,0,0,1,0,0,0
여성단체라는 것들 다 아닥,0,0,0,0,0,0,0,0,0,1
원래 먹사는 거짓말잘합니다,0,0,0,0,1,0,0,0,0,0
문빠가 드디어 돌아서 소수인권자들 공격하는순간~ 그야말로 ㄱㅆㅅㅌㅊ 오픈이다 ㅋㅋ 문재인이 주장하는 사람이 먼저다 프레임 자체가 괴멸하는거임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ2주면 역전되고도 남는시간이다 이기야!~,0,0,0,0,0,0,1,0,0,0
"김치좆을 뭐더러 엄선해서 6.9만마리만 죽입니꺼 성님 그냥 690만 2,30대 김치좆들 싹 다 죽여버리면 편한 거슬... ㅋ",0,0,0,0,0,0,0,0,0,1
성희롱 함정수사하냐? 섹드립 유도 해놓고 녹음 신고 하는거랑 머가 다름?,0,0,0,0,0,0,1,0,0,0
그게오히려역차별로쓰이는거같은데,0,0,0,0,0,0,0,1,0,0
이셰키가 어디서 약 팔라고,0,0,0,0,0,0,1,0,0,0
페미는 과학이구나 역시....,0,0,0,0,0,0,0,0,0,1
