문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
틀딱들 좆이 서긴 하냐ㅋㅋㅋㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
진짜 노인들은 박멸해야된다 50넘는순간 국가에서 거세시켜야됨,0,0,1,0,0,0,0,0,0,0
모르는 사람한테 “ 20만원 줄테니까 좋은데 가서 한잔합시다. 콜? “하면 처벌 받을거 같은데,0,0,0,0,0,0,0,1,0,0
무식한 늙은이들 오지랍은 진짜...,0,0,1,0,0,0,0,0,0,0
상폐 하늘이가 한남은 열등감느끼면 페미라고 발작한다는 걸 입증했노,0,0,1,0,0,0,0,0,0,1
ㅋㅋㅋㅋㅋㅋ좋은 거겠죠? 이지랄 못생긴실자지새끼,0,0,0,0,0,0,0,0,0,1
일베가 곧 리뉴얼 한다고 함운영진 피셜 : 틀딱들 때문에 일베가 쇠퇴기라는 걸 알고 있다리뉴얼 일베를 조만간 공개할 예정임 (아마 다음주 쯤 예상)리뉴얼 되면 틀딱들과 거리 둘 생각인 듯,0,0,1,0,0,0,0,0,0,0
‘사형을 구형하였으나 여성인 점을 감안해 25년 선고’ ???내가 뭐 잘못본건가?개시발 보지민국 보빨새끼들,0,0,0,0,0,0,0,0,0,1
상폐년한테 돈받아도 모자랄판에 호구뜯기고있네 ㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
급식충들 너무싫다ㅋㅋㅋㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
이 새끼만 보면 극혐인게..게이고 똥양인이고 안가리고 줘패는게 스킨헤드인데왜이렇게 쳐빠는지 노이해;;급식충새끼들 물흐리는거보소,1,1,1,0,0,0,0,0,0,0
2580 또 감성팔이했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
사람같지도않은 씹존못돼지새끼들 왜 신경쓰냐?관심도 주지마 강제처녀부엉이보지년들 흑산도 홍어찌릉내난다,0,0,0,1,0,0,0,0,0,1
관광객 불체자 구별도 못하는 좆병신 급식충 새끼들 천지오바마 방한하면 미개한 껌둥이라며 반대할 새끼들인듯,0,0,1,0,0,0,0,0,0,0
아 진짜 교회들 왜이러나요? 뭐 다 사이비교였나요? 열심히 기도해봐라 지금 니들이 죽인사람이 몇명인지는 알어? 지옥행 열차 티켓은 아주 따놓으셨네,0,0,0,0,1,0,0,0,0,0
ㅋㅋㅋㅋㅋ 행동력 ㅇㅈㄹ ㅋㅋㄱㄲ 정게 틀딱 특) 김정은이 박근혜 석방하라고 하면 김정은 애국 우파 행동력 좋은 청년임,0,0,1,0,0,0,0,0,1,0
난 가세연 좋음 틀딱들만 보니까 ㅎㅎ,0,0,1,0,0,0,0,0,0,0
나 탈조했다가 다시 들어온 웜인데...웅 정신병와 ^^ 본가 안 기어들어가고 이태원 살면서 외국인만 만나고 한국말 안 쓰고 사는데도 힘들어서 호시탐탐 다른 탈조기회 보고 있다^^ 진짜 너에겐 그런 일 없길 빈다 ㅠㅠ,0,0,0,0,0,1,0,0,0,0
그냥 혼자서 알아서 해라. 다른 사람들이 너네가 왼손으로 똥닦는지 오른손으로 닦는지 왜 들어야 하는데? 걍 알아서 여자랑 했다가 남자랑 했다가 하세요. 아무도 뭐라고 안하고 관심도 없어요.,0,0,0,0,0,0,1,0,0,0
인터넷에서만 찌질거리는 맘충들이 일냈구먼 ㅉㅉ,0,0,0,0,0,0,0,0,0,1
말투에서 송장쉰내 지리노ㄷㄷ,0,0,1,0,0,0,0,0,0,0
500원이라도 받아야된다500뭔만 받아도 자리 차지하고 쉰내 풍기는 애들 70%는 사라질듯,0,0,1,0,0,0,0,0,0,0
세상 좋아져서 애새끼들 안 뚜들어 패니깐 저러는거다조상님들이 괜히 애새끼 여자 똥꼬충 이민자 뚜들어 팻던게 아니야모두 다 놔두면 저렇게 나대니깐 수고롭게 팻던거,1,1,1,0,0,0,0,0,0,1
틀딱들 ㅂㄷㅂㄷㅋㅋ현실좀 파악하자,0,0,1,0,0,0,0,0,0,0
생각해바라 페미들도 당연히 같이 여대다닌다하면 끔찍하지,0,0,0,0,0,0,0,0,0,1
급밍아웃 좆같이하네 그냥 나처럼 조용히 활동해라,0,0,1,0,0,0,0,0,0,0
급식충이랑 급식충 부모 만나면 녹음해라 전라돈지보게,0,0,1,1,0,0,0,0,0,0
틀딱특징 : 등산복에 조끼 빨간모자 손자 군복뺐어입음 똥을 먹었는지 몸에 쉰내 오짐,0,0,1,0,0,0,0,0,0,0
그 1900만명에 초딩도 들어가있는거임??,0,0,0,0,0,0,0,1,0,0
그분이..보인다..!!,0,0,0,0,0,0,0,1,0,0
저게 지 딸이라는 팩트는????지 딸이 성매매충이라는거노?,0,0,0,0,0,0,1,0,0,0
ㄴㄴ 90년대 엄마 애들은 오히려 정상임 근데 80년대가 걍..,0,0,1,0,0,0,0,0,0,1
남자한테 칼침 맞을 위기에 남자한테 도움 요청할 씨발년들이 오냐오냐하니까,0,0,0,0,0,0,0,0,0,1
틀니새끼들만 오틀로 꺼져러 ㅋㅌㅋㅋ 시발놈들이 며칠째 gm만 쓰고 자빠졋어 병신새끼들 느그 gm글은 다 틀피셜이라 누르지도 않음,0,0,1,0,0,0,0,0,0,0
이제 남자로 살기싫으면 여자로 성전환수술하면 되네요 군대갔다와고요.,1,0,0,0,0,0,0,0,0,0
급식도 극혐이긴한데 더 개노답은 틀딱급식은 나이라도 먹으면 안그러겟지만 틀딱은...,0,0,1,0,0,0,0,0,0,0
이슬람 저딴식으로 할거면 못들어오게 해야 한다,0,1,0,0,1,0,0,0,0,0
틀딱은 좌좀임,0,0,1,0,0,1,0,0,0,0
미국처럼 이름 불러,0,0,0,0,0,0,0,1,0,0
저개 뭐어때서 틀딱새끼들 꼬우면 너내도씹어보든가,0,0,1,0,0,0,0,0,0,0
ㄹㅇ 여자이름에 화,0,0,0,0,0,0,0,1,0,0
세계는 정의롭지 않다 위선만 판치노라. 곧 체념하겠지,0,0,0,0,0,0,1,0,0,0
제목 기가막힘 김의겸 기사없는거나 ㅎㅎ,0,0,0,0,0,0,1,0,0,0
급식vs짱깨 볼만하겠노ㅋㅋ 초딩제외,0,1,1,0,0,0,0,0,0,0
여자 사진올라오면 따먹고싶다고 지랄하고 여자는30넘으면 상폐타령하는 일베랑 뭐가 다르노?ㅋㅋ,0,0,1,0,0,0,0,0,0,0
급식들이라 훈방,0,0,1,0,0,0,0,0,0,0
나이 60넘으면 불로소득으로 무조건 300이상은 들어와야 된다,0,0,1,0,0,0,0,0,0,0
관짝이나 짜고 들어가라 이 쓰레기 산송장 할배놈아 ㅉㅉ,0,0,1,0,0,0,0,0,0,0
환호는 니미 씨발련아 소리없는 영상이고 주변 개슬람새끼들 소리지르는 얼굴 없는데 니가 하는 소리랑 좌좀들이 해대는 선동방식이랑 뭐가 다르냐,0,0,0,0,1,0,0,0,0,0
급식이들 조합도 짜노,0,0,1,0,0,0,0,0,0,0
동성애는 반인륜적인 행위이다. 동성애는 죄앙이다.,1,0,0,0,0,0,0,0,0,0
배짱이 두둑하노 ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
이 씨발새끼 자꾸 팩트라면서 원글에 제시한다는 증거는 입증 못하고 다른걸로 개소리하네 급식충들 속이려고 그지랄하냐? 오늘 0렙한번 찍어보자 개새끼야,0,0,1,0,0,0,0,0,0,0
40대 틀딱 어서오고,0,0,1,0,0,0,0,0,0,0
홍어는 원래 좆같은 놈들이고원래 일베에 뉴스퍼나르는새끼들 있었음틀딱이 과하게 하는거는 문제있고머가리 텅텅 빈 급식충들도 씹극혐유머를 종범 영양가 없는 공감글 특징글 존나 올라옴,0,0,1,1,0,0,0,0,0,0
6070 쳐먹고도 저럴 힘이 있으면 쉰내나는 틀니 한번이라도 더닦지 사형시켜야하노,0,0,1,0,0,0,0,0,0,0
특정시간대에만 틀딱드립이 무더기로 올라오고 댓글 민주화 많으면 지웠다 다시쓰고 진짜좆족 짱깨 우마오 드글드글...,0,1,1,0,0,0,0,0,0,0
386 공산주의 운동권은 시위하면서 떼씹하고 다녔다며,0,0,1,0,0,1,0,0,0,0
틀딱들 운전면허 강제로 회수해야하는데,0,0,1,0,0,0,0,0,0,0
이런 틀딱 드립은 지양해라.. 그런건 탑골공원에서나 먹힌다,0,0,1,0,0,0,0,0,0,0
언제쩍 씹중복이냐 이 양심없는 새끼야글쓴새끼 결혼해서 너같은 급식충 애새끼가 하나 있겠다,0,0,1,0,0,0,0,0,0,0
"원조틀딱체에 패드립빠졌노이새끼들 애미애비없어서 그런가 패드립이 패시브임예시)좆족 개자슥,,애미씹구녕,,,맛조터라,,,ㅎ,ㅎ",0,0,1,0,0,0,0,0,0,0
틀딱들 틀트뷰만 쳐보고틀딱들하고만 상대하면서점점더 망상이 심해지고 있음,0,0,1,0,0,0,0,0,0,0
차별금지법 통과되면 이나라는 답이 없다 문씨랑 민주당놈들이 대한민국을 개 박살내는구나 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1,0,0,0,0,0,0,0,1,0
개독화팅 힘내라,0,0,0,0,1,0,0,0,0,0
모를수가 있다는게 신기한거아니냐,0,0,0,0,0,0,0,1,0,0
노틀딱에서 틀딱 구간이 존나 짧다. 남자는 군머갔다오고 학생땐 공부하고 좀 틀딱소리안듣고 놀려면 25~29끝.,0,0,1,0,0,0,0,0,0,0
해줘에 맛들리다가 상폐되면 자살 ㅋㅋ,0,0,1,0,0,0,0,0,0,0
MMM지갑이당,0,0,0,0,0,0,0,1,0,0
분탕 틀딱새끼는 로류로,0,0,1,0,0,0,0,0,0,0
걍 노잼이다쟤네 사이트색배합도 좆나 쉰상폐냄새오짐,0,0,1,0,0,0,0,0,0,0
응 한국 새끼들 존나 똥송하고 못생긴게 문제야 ^^씹 호빗에 실좆에 얼굴 존나 크고 비율 개 똥망한 동양인을 누가 좋아하냐 ㅋㅋㅋ똥양인으로 태어난 너네 운명을 탓해 ^^,0,1,0,0,0,0,0,0,0,0
좆중고딩 금지시키자는게 요런 이유때문에 아니겄노,0,0,1,0,0,0,0,0,0,0
좆같지만 합의해줘야지 니 인적사항 다 아는데 바로 보복 들어온다 요새 급식들 존나 무섭다,0,0,1,0,0,0,0,0,0,0
좀 꺼져라 개슬람 씨발년들아,0,0,0,0,1,0,0,0,0,0
틀무새 out,0,0,1,0,0,0,0,0,0,0
동생얼마?,0,0,0,0,0,0,0,1,0,0
여기에 김용호빠는 개틀딱 가세창 병신들이 많구나 ㅋㅋㅋ 해운삼겹 영상 까발려졌는데도 아가리묵념하는 김용호를 우파라고 빠는 좆병신 틀딱새끼들,0,0,1,0,0,0,0,0,0,0
꼴페미가 싫은거지 여자가 싫은게 아니란다. 이게 여권 신장땜에 갈등생긴줄 아나? 뷔페미니즘때문이지.,0,0,0,0,0,0,0,0,0,1
틀무새 또 폭동이노,0,0,1,0,0,0,0,0,0,0
틀딱새끼야 너나 경로당으로 꺼져일베는 모두의 것,0,0,1,0,0,0,0,0,0,0
한남들도 똑같잖아 ㄹㅇ ㅋㅋ심한새끼들은 오줌싸고 손도 안닦더만 ㅋㅋ?인간의 탈을 쓴 짐승새끼아님??변보고 뒤처리도안하고 ㅋㅋ,0,0,0,0,0,0,0,0,0,1
ㅋㅋㅋㅋ글쓴이 전라도 사네ㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
어차피 즐겨라 통구이 노친네들 뒤지면 끝나니까 ㅋㅋ,0,0,1,1,0,0,0,0,0,0
틀딱들은 짤도 꼭 좆같은걸 쓰냐,0,0,1,0,0,0,0,0,0,0
틀니들 부지런하노ㅋㅋ,0,0,1,0,0,0,0,0,0,0
남패미는 근본이 없는것이 특징이지,0,0,0,0,0,0,0,0,0,1
저런 새끼들이 인터넷에선 짱깨보고 미개하다고 까겠지짱깨랑 미개함 수준이 오십보 백보 또이또이한소중화 틀딱 씨발년들,0,1,1,0,0,0,0,0,0,0
공산당 출신이라 페미 외치네 ㅋㅋ 중공에선 남자들 쥐죽은듯이 산다던데 ㅋㅋ,0,0,0,0,0,0,0,0,0,1
낚시 오랜만이노ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
틀니새끼들 무슨 종교냐?,0,0,1,0,0,0,0,0,0,0
전쟁피해서 온 새끼들이 전쟁중인 나라에 쳐 들어오넼ㅋㅋㅋ시발 뻔히 답이 보이는 새끼들이구만ㅋㅋ 그렇게 난민 좋으면 찬성하는 새끼들 집에 쳐 보내라,0,1,0,0,0,0,0,0,0,0
13년 9월군번 논산30연대다.짞짞 짞짞짞 짞짞짞짞 짬찌!!9월9일 입대자들은 알 거다. 어떤 새끼 기독교에서 어깨 탈골 되고 ㅋㅋ한새끼 수료한다고 마지막날에 기독교에서 군번줄 잃어버리고,0,0,0,0,1,0,0,0,0,0
그럼 그냥 어이 야쿠르트 이리 부르지 뭐,0,0,0,0,0,0,0,1,0,0
이 말이맞다이기틀딱들좀 놀리지말고. 일게이들끼리. 공경하며살아라.어차피 너네도. 미래에는 다 늙는다이기,0,0,1,0,0,0,0,0,0,0
학래가 강간했나? 아니면 둘이 좋아서 붙어서 하다보니 임신했다. 문제는 둘이 교미하면 임신한다는것을알았을텐데? 하옇튼 떡칠때는 기분 좋았겠지?,0,0,0,0,0,0,1,0,0,0
이련아 중간에 상폐새끼 좀 지워라 눈갱당해뿟노 광광,0,0,1,0,0,0,0,0,0,0
당시 인천 부산은 지금의 중공 수준 정도라고 생각한다,0,1,0,1,0,0,0,0,0,0
지랄 조금이라도 귀여운 급식이 훨낫지틀딱은 글에서부터 산송장 냄새남아 물론 둘다 바퀴벌레만도 못함,0,0,1,0,0,0,0,0,0,0
페미년들 탈코르셋 응원한다,0,0,0,0,0,0,0,0,0,1
한남좆병신새끼들 다 갈아 죽여야되노,0,0,0,0,0,0,0,0,0,1
사실 저도 군대 갔다오기 전에 철이 없었어요.. 여자들도 군대 갔다오면 더 애국하고 철들거예요,0,0,0,0,0,0,0,0,0,1
네들은 됐고 난민 로린이만 데리고 오고 싶다 일게이들한테 하나씩 나눠주면 맛있는것도 먹여가면서 잘키울건데,0,1,1,0,0,0,0,0,0,1
이쯤되면 유영철 재평가 해야 하는거 아니냐,0,0,0,0,0,0,0,1,0,0
그노무 여자 여자. 시발 저 여자는 항상 해외가면 여성기업인 육성금액 내라고 하질 않나. 페미 기질 졸라 다분함.,0,0,0,0,0,0,0,0,0,1
동성애는 변태성욕 성중독일 뿐입니다. 동성애는 선천적이거나 유전이 아닙니다. 군형법 반드시 유지되어야 우리나라가 삽니다.,1,0,0,0,0,0,0,0,0,0
틀딱들 논리는 아무도 못이김,0,0,1,0,0,0,0,0,0,0
후팔 쇼린이는 오직 여자만 쓰는 물건인 것을. 태생이 천박한 잡것들답노 똥꼬에 철근 69개 쳐박고싶노 후팔,0,0,1,0,0,0,0,0,0,1
꼭 키 작은 급식충이 이런 글 씀,0,0,1,0,0,0,0,0,0,0
서판교 운중동 게이다 울동네 맘충들은 조용하다 가끔 마을앞 카페에 종종 모여서 수다떠는데 교양잇는척 하는건지 시끄럽게는 안떠듬.,0,0,0,0,0,0,0,0,0,1
"40대 전라도,짱깨 대깨문년들이 문제야",0,1,1,1,0,0,0,0,0,1
스타...총잡이...틀딱이 또!,0,0,1,0,0,0,0,0,0,0
굴러온 틀니가 박힌 일게이들 빼내노,0,0,1,0,0,0,0,0,0,0
시발 동영상 재생버튼 처누르고있었다,0,0,0,0,0,0,1,0,0,0
존나 뜬금없넼ㅋㅋㅋㅋㅋㅋㅋㅋ 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
잠재적 범죄자 집단 맞노^느^,0,0,0,0,0,0,1,0,0,0
지들 고향으로. 추방시키자. 왜구의 자손. 틀딱들,0,0,1,0,0,0,0,0,0,0
어린게 벼슬이냐 ? ㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
틀딱들은 저렇게라도 뭔가라도 하는게 있지,0,0,1,0,0,0,0,0,0,0
왜 난민을 깨끗하고 착한놈들로 포장하지? ㅋㅋ,0,1,0,0,0,0,0,0,0,0
응 너 안만나조 상폐틀딱새끼야ㅋㅋㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
헬스장에서 하루하루가 틀딱새끼들하고 전쟁이노 운동기구 할때마다 좆스플레인 오지고 한남들 66흐억 흐억 항99 좆물빠지는 신음소리 오지게 내노 헬스 끝나고 틀딱새끼들이랑 헬스보이들 서로 후장대주는거 백프로다이기야,1,0,1,0,0,0,0,0,0,1
그 짱깨를 방한해달라고 애원하던 박사모 태극틀딱새끼들,0,1,1,0,0,0,0,0,0,0
천멸중공!!!!!!!!!,0,1,0,0,0,0,0,0,0,0
머가리 텅텅빈 급식충은 귀엽기라도함ㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
좋은기사 감사합니다! 그남들 또 몰려와서 파르르 ㅎㅎㅎ  에혀...한심.,0,0,0,0,0,0,1,0,0,0
애새끼들은 어리니개념이없다쳐도 부모는 그럼안되징,0,0,1,0,0,0,0,0,0,0
객관적으로 한남 유전자는 사람화 불가능하다. 동물도 제일 좆 작고 수컷서열 낮은 놈이 보지한테 싸움걸고 병신짓하노,0,0,0,0,0,0,0,0,0,1
지랄한다진짜,0,0,0,0,0,0,1,0,0,0
50대 70대는 다 이번에 오세훈 찍었어 존만아40대 분탕틀딱새끼야,0,0,1,0,0,0,0,0,0,0
틀니보단 낫지않노,0,0,1,0,0,0,0,0,0,0
흑화한일런가입일 2021-4-20가입일 좆도 안되는 씹틀딱새끼가되도않는걸로 거들먹거리노패죽여버릴라,0,0,1,0,0,0,0,0,0,0
그럼 뜰딱충들 어떻게 입냐? 하면 많이 달릴까?,0,0,1,0,0,0,0,0,0,0
틀딱들 특징자기들 논리에 안맞으면 상대가 고향이 중국으로 바뀜 ㄹㅇ,0,0,1,0,0,0,0,0,0,0
부럽다 오래가라 김치녀 만나지말고,0,0,0,0,0,0,0,0,0,1
짱깨를 짱깨라 하지못하고,0,1,0,0,0,0,0,0,0,0
10달러 뭐노,0,0,0,0,0,0,0,1,0,0
