문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
영어도 찐따느낌물씬나노 에너미라도 존경심이 들어야 싸울 기분이 나지 저딴 이멜 받고 기분 어땟겟노?,0,0,0,0,0,0,1,0,0,0
원래 외노자가 우리 아래에서 노예처럼 살아야 하는거아냐?이젠 반대로 외노자 아래서 조선민족들이 빌빌거리며 살겟네,0,1,0,0,0,0,0,0,0,0
아니 그렇게 좋은 하나님한테 빨리 가고싶으면 혼자 가라고.. 왜 다른사람들도 보내려고 해....,0,0,0,0,1,0,0,0,0,0
맘충유모차 >>>>>>>>>> 땅크 >>>>>> 불도저 >>> 두돈반,0,0,0,0,0,0,0,0,0,1
개독은 종교가 아니라 정신병이다,0,0,0,0,1,0,0,0,0,0
마르크스주의도 개독을 모방한거랑껰ㅋㅋ이건 존나 근거있는주장이긴함ㅋㅋ,0,0,0,0,1,0,0,0,0,0
아~ 우리 애미도 독실한 개독신자인데 개독한테 사기당해서 집안 날려먹었다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ내가 그후로 개독새끼들은 상종을 안한다 이기 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
피싸개들이 낳아봐야 똥싸개뿐이지 별거있냐,0,0,0,0,0,0,0,0,0,1
교단 재판국 이놈들 국은 제데로 끓일줄은 아나 별 개 나부랭이들 목사나 자식이나 그 것들 다,0,0,0,0,1,0,0,0,0,0
어느 책에서 본건데종교로 인해서 죽는 사람이 백명이라면80명은 이슬람에 의해 죽는 기독교인나머지 20명은 이슬람 율법에 죽는 여자들 이라고,0,0,0,0,1,0,0,0,0,0
좋은 기사 감사합니다! 앞으로 더 건전하고 여성혐오적인 묘사없는 작품들이 더 많아졌으면 좋겠네요!,0,0,0,0,0,0,0,1,0,0
개독새끼들 지랄을해라,0,0,0,0,1,0,0,0,0,0
"ㅉㅉㅉ 세치혀로 강간,불륜,탈세,전문 목사새기가 뭔 소릴 하겠누~~~혓바닥을 예수님에게 봉헌하고 가라~~~~",0,0,0,0,1,0,0,0,0,0
무슬림 이종교는 없어야할 종교다,0,0,0,0,1,0,0,0,0,0
싹다 태워부러~~,0,0,0,0,0,0,1,0,0,0
구웨에에에엥엑 와꾸가 하나같이 다 똑같노,0,0,0,0,0,0,1,0,0,0
캬...난 수영못하는데 구명환 있어도 저럴수 있을까 싶다,0,0,0,0,0,0,0,1,0,0
차별금지법 통과된 나라들 부작용이 얼마나 사회적으로 큰 문제가 되고 있는지나 아시는지..조금만 더 깊이 알아보고 기사 써주시면 감사하겠어요.,0,0,0,0,0,1,0,0,0,0
육개장에 새우젓 많이 넣으라이기 장례식장 음식이 그리 맛깔나다 애비 죽었다면 이모님들이 더 힘주어 담그셨을듯,0,0,0,0,0,0,1,0,0,0
군대 식단에서 돼지고기 빠짐ㅋㅋ 소고기랑 닭고기도 할랄 고기로 바뀜ㅋㅋㅋㅋ,0,1,0,0,1,0,0,0,0,0
이슬람이 싫은거다. 대한민국에서 활기치는 이슬람도 다 데려가라. 김해에서 미쳐가지고 뭐하는 짓이냐,0,0,0,0,1,0,0,0,0,0
ㅇㄱㄹㅇ이긴한듯 내동창여자애들 내가 10살가까이 어린여자 만난다니까 미혼인애들 빡친게 보임,0,0,0,0,0,0,0,0,0,1
ㅋㅋㅋㅋㅋ존나유쾌하자너 ㅋㅋㅋㅋ 흉내무슬림 흉무새끼아님?,0,0,0,0,1,0,0,0,0,0
그렇네 결국 종교의 끝은 자지들의 날조와 자집애들을 위한것이었노,0,0,0,0,1,0,0,0,0,1
북한 탈북자들이 남한 사람들 북한에 관광 보낸거 나만 봤노?,0,0,0,0,0,0,0,1,0,0
똥꼬에 잣이꽂아대는것들을 모이게하다니 원숭이가 미친거임?,1,0,0,0,0,0,0,0,0,0
새누리라 까는거저새끼들 이완용 같은 놈도 전라도면 커버쌀놈들임,0,0,0,1,0,0,0,0,0,0
나쁜짓은 기독교인들이 앞장서서 하고 다니니원...,0,0,0,0,1,0,0,0,0,0
우리나라도 개독목사들 사지를 찢어서 광화문에 메달아놨으면 좋겠다 씨발 개독은 무조건 쳐죽이는게 나라평화,0,0,0,0,1,0,0,0,0,0
운영자한테 말해서 본문에 청원 링크 박아라,0,0,0,0,0,0,1,0,0,0
드라마가 아니라 다큐멘터리네,0,0,0,0,0,0,0,1,0,0
신천지 교회 이제는 이슬람까지 우리나라 종교에게보다 더 엄격하게 관리해야한다고 생각합니다 미우나 고우나 내국인이야 뭐 야단칠거 치고 치료하고 조심시킨다쳐도 외국인은 민폐끼치면 출국시키는것이 당연하다고 봅니다,0,1,0,0,1,0,0,0,0,0
한국에 끼친 해악은 개신교가 더 크지 않나요? 개신교인들도 다 내보내야된다면 무슬림 반대도 인정,0,0,0,0,1,0,0,0,0,0
배가 고파봐야 헛소리들 안하지. 배때지에 기름좀 차고 먹고 살만한 것들이나 페미주장하고  그거로 돈벌이하려는 몇몇놈들이나 페미라고 우기지. 남자랑 여자랑 다른데 왜자꾸 우기는 거냐?,0,0,0,0,0,0,0,0,0,1
좆족새끼들은 제발 좀 죽어,0,1,0,0,0,0,0,0,0,0
어메이징 호남 조선,0,0,0,1,0,0,0,0,0,0
ㄹㅇ. 이슬람 죽어!,0,1,0,0,1,0,0,0,0,0
눈깔 왜 저럼ㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
부산은 쌍도 아니다 시발놈아 저새끼들 이미 라도멀티돼서 쌍도 아니다 아 자존심상한다,0,0,0,1,0,0,0,0,0,0
상폐면뒤져야지 밖에왜나오노,0,0,1,0,0,0,0,0,0,0
참 개신교의 일탈은 어디가 끝인지 알수가없구나 ..... 시세말로 개목사란 말이 있던데 사실이 그렇구만 .,0,0,0,0,1,0,0,0,0,0
ㅋㅋ 실향민은 국민이고 탈북자는 배신자들이랑께,0,1,0,0,0,0,0,0,0,0
영국은 파퀴새끼들때문에 망했고프랑스는 알제리새끼들때문에독일은 터키새끼들때문에 망함문제는 죄다 개슬람쓰레기들,0,1,0,0,1,0,0,0,0,0
0세대 빠순이가 기독교회집사님들이지 맘충들도못당하는586세대,0,0,0,0,1,0,0,0,0,1
오윾다됐^노^,0,0,0,0,0,0,1,0,0,0
자발적으로 애미 애비 없이 사는 개독 씹새끼들 ㅊㄱㅎ,0,0,0,0,1,0,0,0,0,0
아~~ 진짜 교회들 싹다 재개발해주세요  짜증난다,0,0,0,0,1,0,0,0,0,0
좋은글이네요!!,0,0,0,0,0,0,0,1,0,0
얼굴좀보자,0,0,0,0,0,0,0,1,0,0
저걸바라고 우리나라 모슬렘숭배하는 애들이 난민을 수두룩 들여온거겠지! 모슬렘은 평화적인종교라서 이빨까는소리히면서!!뒤에서 움직이는 손을 찾아내야한다!,0,1,0,0,1,0,0,0,0,0
정신또라이들 교회 다니는 인간들 졸라 재수없어 지들만 믿으면 되지 꼭 끌어드리려고 얼굴에다 염산 확 뿌려버려야지,0,0,0,0,1,0,0,0,0,0
몇 년만에 용산역 갔는데...씨발 한국 사람보다 동남아 중국인이 더 많아서 놀람.몸매 상타취는 년이 애인이랑 지나가는데 동남아색기들이 뒤에서 오~~~ 이지랄 하고 있음.,0,1,0,0,0,0,0,0,0,0
역시 개독 새끼...,0,0,0,0,1,0,0,0,0,0
교회가 교인이 싫다,0,0,0,0,1,0,0,0,0,0
카톨릭이 요즘 병신짓만 많이 해서 별 의미 없다.대한민국의 사제단이라는 새끼들은 정은이하고 재앙이 빠느라고 정신없고...개슬람새끼들은 현상금 걸어서 마호멧씹새끼 모욕했다고 암살까지하는데...카톨릭은 헌금한 돈 다 어디 썼냐...,0,0,0,0,1,0,0,0,1,0
흥 그래도 우리나라보다 여성인권이 높거든요?좀 배우시죠 김치남 주제에,0,0,0,0,0,0,0,0,0,1
개슬람=전라도 반박시 홍어인정,0,0,0,1,1,0,0,0,0,0
"좋은 직업은 보지 비율을 높여 뽑아야 하고, 좆같은 천민일 예를 들면 군바리 현역 같은거는 자지들만 가야 한당께",0,0,0,0,0,0,0,0,0,1
개독 새끼들 사람 뇌가 아녀,0,0,0,0,1,0,0,0,0,0
가짜 뉴스 ㆍ 선동질 왜구들 불쌍하네요ㅡ 발악한다고 달라지는거 하나 없는데 ㅡ 국민들이 싫어해,0,1,0,0,0,0,0,0,0,0
병. 신.  육갑떤다에 한표!,0,0,0,0,0,0,1,0,0,0
싸이코 살인마들 ㅈㄴ게 많네 무슬림새끼들ㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
틀딱새끼들 부들부들ㅋㅋ,0,0,1,0,0,0,0,0,0,0
개슬람을 죽이면 되는거아니냐?,0,1,0,0,1,0,0,0,0,0
남자에게 엄청난돈과 시간이 주어진다면 할수 있는건 뻔하다. 단지 걸리는사람과 안걸리는 사람만 있을 뿐이다.,0,0,0,0,0,0,0,0,0,1
야 저거 현대차 포터키 아니냐,0,0,0,0,0,0,0,1,0,0
동성애는절대안돼지ㅇㅇ,1,0,0,0,0,0,0,0,0,0
틀딱들은 저렇게라도 뭔가라도 하는게 있지,0,0,1,0,0,0,0,0,0,0
뭘 시급해 이년아 니나라로 꺼져,0,1,0,0,0,0,0,0,0,0
일베하는게 죄면82쿡 하는게 죄가 될 수도 있다는 생각을 안하노;;;,0,0,0,0,0,0,0,1,0,0
이 사람 직업이 경찰이야?? NYPD?,0,0,0,0,0,0,0,1,0,0
교회것 여호와만세.코로나걸린자들이여 여호와에게 와라.,0,0,0,0,1,0,0,0,0,0
판사미친것; 지 딸이 그런 일 당했으면 물불 안가렸을껄?,0,0,0,0,0,0,0,0,0,1
AI가 인간을 능가하기 시작하는 21세기에. 아직도 종교를 믿는다는 것 자체가 놀랍고ㅋ 그런 개돼지들이 많다는 것에 한번더 놀라고ㅋ 그런 개돼지들을 이용하려는 먹사들 욕심에 또 한번 놀란다ㅋㅋ,0,0,0,0,1,0,0,0,0,0
대구게이는 일베 글쓰지 마라 IP타고 우한폐렴 전파된다,0,1,0,1,0,0,0,0,0,0
이슬람 병신새끼들 술은 안쳐먹는데 사람은 왜죽이냐 뱡신들 ㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
목사들이 사기꾼들이란 게 민천하에 드러났다.,0,0,0,0,1,0,0,0,0,0
결론 : 종교인의 탈을 사기꾼.,0,0,0,0,1,0,0,0,0,0
진짜개슬람새끼들 우리나라와서 민폐부리면어카냐,0,0,0,0,1,0,0,0,0,0
결론은 개독빠는글이네 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
방에서 홀애비+암내 쩔겠구만,0,0,0,0,0,0,1,0,0,0
☆★☆개독과 개슬람 박멸에 힘쓰는 워마드 적극 응원합니다☆★☆,0,0,0,0,1,0,0,0,0,0
개독교 가는목적이 섹스or인맥 및 비즈니스용 아니고 진짜 믿는 새끼들은 걸러라 대화하다보면 정신병자가 따로없음,0,0,0,0,1,1,0,0,0,0
이새끼 글쓴거보니 홍어랑 존나 원한관계인듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
별정직이면 공채는 아니지?면접으로 뽑는걸로 아는데 일반행정 별정직 구별이 헷갈린다,0,0,0,0,0,0,0,1,0,0
너련들 쓰는 주작이 진짜 주작이라 생각라노? 한남은 상상을 초월한다 주작이 곧 현실이되노. 그러니 마음껏 주작하라. 어차피 현실이노.,0,0,0,0,0,0,0,0,0,1
개슬람 되든말든 어차피 망할 나란데 뭐 ㅋㅋㅋ 개슬람 되면 남자들이야 편하지 ㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
민폐쟁이들...부끄러운줄아시길..,0,0,0,0,0,0,1,0,0,0
"종교라는 것은 존중하지만, 종교에 몸담는 인간들 자기 지위가 특권이라고 생각하지마라. 솔직히 생산적인 일하는것도 아니자나. 예수나 석가모니처럼 인류애를 몸소 실천하라는게 아니다. 그냥 사회에 기여할것 없으면 물의나 일으키지마라.",0,0,0,0,1,0,0,0,0,0
571 ㄹㅇ이노 커뮤 그만패라이기야 페미로 뭉쳐야 할 시기에 왜 자꾸 뚜까패노,0,0,0,0,0,0,0,1,0,0
이래서 기독교는 없어져야하는거다,0,0,0,0,1,0,0,0,0,0
교회쟁이들이 문제야ㆍ,0,0,0,0,1,0,0,0,0,0
한남충들 다 재기하소서 자멘,0,0,0,0,0,0,0,0,0,1
유태인과 무슬임. 다 지들 빼고는 이교도는 죽이거나 노예로 삼아야 한다며 사람 취급 안하는 노답이지.,0,1,0,0,1,0,0,0,0,0
초밥 좋아하면 일본불법 체류가능?,0,0,0,0,0,0,0,1,0,0
★ 알라가 똥꼬충이고 무함마드도 똥꼬충인데 호모들을 혐오하는 희한한 종교임,1,0,0,0,1,0,0,0,0,0
개슬람들은 다른 나라에 가선 무슬림들 히잡쓰는거 존중해달라고 난리치면서 정작 자기 나라에서 다른나라 여자가 히잡 안쓰고 다니면 존나 지랄함.,0,1,0,0,1,0,0,0,0,0
사탄이 경악을 금치 못하다..,0,0,0,0,0,0,1,0,0,0
238 한글 자막 설정하면 한국어 뜨노,0,0,0,0,0,0,0,1,0,0
경상도 적폐 일베 한남충들은 제발 사회에서 격리좀시켜라,0,0,0,1,0,0,0,0,0,1
그렇게도 믿는 하나님이 신천지구 교회구 디 버린거같다..니들표현대로 마귀든 시험이든 암튼 버린거같으니 제발 집구석에좀 있어~~니네 신이 네 이웃을 사랑하라하지 않았냐?!!제발쫌~~그 이웃이 고통받고있다..,0,0,0,0,1,0,0,0,0,0
교회 다녀봤거나 지금도 다니고 있는 게이들아 교회에 외동이 별로 없지 않盧개독 새끼들은 낙태도 안하고 죄다 계획임신 하는것 같음 게다가 거의 동수저더라?,0,0,0,0,1,0,0,0,0,0
하 시발 암걸릴거같다 개슬람 씹새끼들,0,0,0,0,1,0,0,0,0,0
왜 성소수자가 무슬림을 지지하냐? ㄸㄲ충들 사형시키라는 종교인데,1,0,0,0,0,0,0,0,0,0
왤케 꼬추들 맞으면 죤나 오바하냐? 부랄 직격탄으로 맞는게 아니면 솔짇히 맞아도 별 타격도 없는데 ; 쟤도 별로 안 아파서 가만히잇다가 반응 늦게 하네,0,0,0,0,0,0,0,0,0,1
암튼 종교가 문제야,0,0,0,0,1,0,0,0,0,0
자만심으로 스스로 그 종교가 되어 스스로 보복을 나서네.,0,0,0,0,1,0,0,0,0,0
주차공간 많아서 저래 대충세워놓고 간거같은데 저거 가지고 신고나 비방좀 하면 김여사가 자리많은데 왜지랄이야? 넌 애미도 없냐? 시전ㅋㅋㅋ노답,0,0,0,0,0,0,0,0,0,1
이슬람난민은 받을때는 아니라고 해도 받고나면 2세 3세는 호의는잊고 권리만있을뿐이다.,0,1,0,0,1,0,0,0,0,0
솔직히 일베 모쏠아다들 워마드년들이 대준다면 보빨할놈들 대부분임 ㅇㅈ?,0,0,0,0,0,0,0,0,0,1
절반씩 절충해서 개독교로 합의봅시다.,0,0,0,0,1,0,0,0,0,0
사실 개독 씨발새끼들 좆같이 구는거만 아니면 성경은 소설 읽듯이 보면 재밌긴 함 게이야 앞으로도 부탁한다,0,0,0,0,1,0,0,0,0,0
퀴어코리아 가보면 많다,0,0,0,0,0,0,0,1,0,0
홍어색이가 돈데크만은 쳐봤나보네,0,0,0,1,0,0,0,0,0,0
안전하고 은혜로운 기도회가 되길 바랍니다,0,0,0,0,0,0,0,1,0,0
아우슈비츠 재개장해라~!!!개슬람은 가스실이 딲!!,0,1,0,0,1,0,0,0,0,0
개독교새끼들은 정신병자이고 위선자에다가 악마이다 이럼 또 죄짓는다고 지옥드립 정신병자처럼 치겠지 병신들이 사실상 정신병동에 갖쳐야 할새끼들 풀어주니까 지랄하는거임,0,0,0,0,1,1,0,0,0,0
대한민국에서 온갖 누리는 혜택에 있어서는 동포강조그러나 정신적인 사상에 있어서는 중국인 그게 조선족들 마인드 ..근데 이상하게 중국에서나 외국에서는 자신들을 한국인 이라고 어필 ..,0,1,0,0,0,0,0,0,0,0
"진짜 거짓말이 아니라 항상 버스탈때마다 보는 풍경입니다,,ㅡㅡ^,",0,0,0,0,0,0,0,1,0,0
하나 더 첨언하자면 좃족은 좃족끼리도 서로 못믿음ㅋ 좃족 사장이 직원구하면 한국말 유창한 좃족보다 한국말이 좀 서툰 한족을 구하는게 더 빈번함. 왜? 지네들도 알거든. 뭐하면 바로 뒷통수치고 나갈애들이 좃족이라는 걸,0,1,0,0,0,0,0,0,0,0
아니 유튜브가 친동성이아니고 구글자체가 친동성이더라 시발 구글코리아는 한국퀴어축제 참가해서 메인홍보물에 쳐올리질않나 구글본사는 말할것도없고 애미씨발 ㅡㅡ,1,0,0,0,0,0,0,0,0,0
"치료해주지 마라,개독교 흐레기들",0,0,0,0,1,0,0,0,0,0
대구경북만 가야지,0,0,0,0,0,0,0,1,0,0
흙수저고 뭐고 간에 가스렌지 좀 닦아라.,0,0,0,0,0,0,0,1,0,0
세상 모든게 불만투성이노 ㅋㅋㅋ 일베충보다 더하노 이기이기,0,0,0,0,0,0,1,0,0,0
이래서 기독교인들 싫어 내가 확진자고 바이러스전파한거자나ㅠ 글고 그게 내이웃들은 그로인해 우려하는데  어리석고 싫어,0,0,0,0,1,0,0,0,0,0
평범한 한국여자노 ^^ 김치좆놈들만 한껏부랄을 쪼그리고 다니는거 아니겠노,0,0,0,0,0,0,0,0,0,1
툭까놓고 말해 한국에서 할랄푸드 이슬람기도실이 늘어야 할 이유가 없지 않나,0,1,0,0,1,0,0,0,0,0
빨렙들은 믿지말라노헬조선도 남도쪽으로 가면 짜짐홍통일체라노청도 밑으론 다 못 먹겠음그래서 되도록 그쪽밑으론 안 내려감,0,0,0,1,0,0,0,0,0,0
남일에 끼지말자는 좋은사례를 보여준 사건,0,0,0,0,0,0,0,1,0,0
극단적이라는거 일리가 있는듯 ㄹㅇ,0,0,0,0,0,0,0,1,0,0
일반인도 퇴직금에 붙는 세금 줄여달라 국회에 말 해야 겠군.목사는 왜 특혜를 받아야 하는데 하나님의 종이라 면서 왜 못난짓들을 그리 하는거야,0,0,0,0,1,0,0,0,0,0
되게 무식하당,0,0,0,0,0,0,1,0,0,0
팀장이란 새끼가 처돌았네? 애초에 개슬람이고 뭐고 한국인한테도 저러면 안되는거 아님?,0,0,0,0,1,0,0,0,0,0
한국에도 이슬람을 능가하는 좌슬람 새끼들이 곧 저런짓하고다닐거다,0,0,0,0,1,1,0,0,0,0
아 근데 보수가 혹시 착각할까봐.. 전원책은 말할 것도 없이 더 짜증남. 좆보수 한남들은 아예 여성을 하등하게 보고있음,0,0,0,0,0,0,0,0,1,1
목사가 저러니 저런목사로부터 가르침을 받는 신도들은 안봐도 비디오다.,0,0,0,0,1,0,0,0,0,0
계속 퍼트리세요.. 교회내에서만,0,0,0,0,1,0,0,0,0,0
제 2 히틀러 성님과 제2 나치 부활 선언 영구존재지구를 잡아 삼켜 위대한 도이췰란트가 영구 지배해야 한다,0,0,0,0,0,0,1,0,0,0
"세상 입맛에 맞게 성경을 혼자 개역하시네~ 성경의 주인, 집필자, 저작권자인 하나님께 여쭤보셨을까?",0,0,0,0,1,0,0,0,0,0
세인트 고재기,0,0,0,0,0,0,0,1,0,0
홍어들 지들이 뽑은 문재앙 때문에 경제씹창나고 일베에서 존나 노는중,0,0,0,1,0,0,0,0,1,0
이슬람만 아니면 조금 더 받아줄순 있겠다,0,0,0,0,1,0,0,0,0,0
이런 기사 한국에서도 곧나오겠노 개슬람 난민 많아지더만 ㅋㅋ,0,1,0,0,1,0,0,0,0,0
기독교도 목사 금혼과 교회 사유화 금지 시켜야 한다 죄다 돈독이 올랐어,0,0,0,0,1,0,0,0,0,0
애를못키우겟으면 차라리 입양보내던가,0,0,0,0,0,0,0,1,0,0
한남만도 병신같은데 흉자한테 맞아줘야 하노?,0,0,0,0,0,0,0,0,0,1
이거는 애국홍어임ㅇㅇ,0,0,0,1,0,0,0,0,0,0
종교 정말 없어져야 한다!!!,0,0,0,0,1,0,0,0,0,0
시발 이제 탈북자 넘어오면 신안군소금염전에서 굴리던가 북한으로 돌려보내자,0,1,0,1,0,0,0,0,0,0
"목사님에서 ""님""은 뺍시다. 님은 무슨 니미럴이죠. 목사 니미럴 Ssaggi",0,0,0,0,1,0,0,0,0,0
개슬람 새끼들 왜 자꾸 외국으로 나오는거냐,0,0,0,0,1,0,0,0,0,0
기안내나노 ㅋ,0,0,0,0,0,0,1,0,1,0
이미 한국은 라도에 노랑둥이가 점령한것 처럼저동네도 이슬람의 단결표와 어중이 떠중이 영국인 표가 당선시킨 것임.한마디로 원숭이 당선 된 것과 같을 것임.,0,0,0,1,1,0,0,0,0,0
왼쪽이 훨씬 나은데,0,0,0,0,0,0,0,1,0,0
실족사 처리하겠지,0,0,0,0,0,0,0,1,0,0
똥꼬충 반대 - 개슬람 반대 - 종북 반대역시 한국을 지키는 현대판 십자군들 필요악이다ㅋㅋㅋㅋㅋㅋㅋ,1,0,0,0,1,1,0,0,0,0
야이 ㅂㅅ아 반일=우파다 ㅂㅅ아 우피의 근본은 우리나라를 사랑하는 애국심이있어야한다 근데 다른나라도 아니고 식민지배했던 일본을 처 빨아댄다??? 그냥 조선족 빨갱이새끼라고 보면된다,0,1,0,0,0,0,0,0,0,0
종교에 미치는거보면 참...이해가안되..혼자조용히 기도드려도될텐데...80대라...더럽고 추잡한 노인네,0,0,0,0,1,0,0,0,0,0
애초에 무슬림 새끼들 안받는 이유가 테러 위험인데 돈 있는 씨발새끼들이 뭣하러 테러를 일으키겠냐?,0,0,0,0,1,0,0,0,0,0
개독 vs 페미나치 니들끼리 실컷 싸워라 이이제이 개꿀잼,0,0,0,0,1,0,0,0,0,1
무슬림 새끼들 인권보호해주는 유럽에는 존나 설치고 중국은 무서워서 건들지도 않네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
예수 씨발련,0,0,0,0,1,0,0,0,0,0
차별금지법은 절대로 막아야한다 우리의 미래의 자녀들을 구해야하므로 철회하라,0,0,0,0,0,1,0,0,0,0
김치년♡니거김치년♡개슬람 가장 좋은라인임니거나 개슬람새끼들 김치년의 타격감 한번맛보면못헤어나옴김치년은 참교육되서 좋고서로좋음,0,0,0,0,1,0,0,0,0,1
암튼 🐕 먹사들이 문제네 느그들 믿는 하나님 개가 그리 하라고 하던 아 호 빡치네...,0,0,0,0,1,0,0,0,0,0
워마드 존나 똑똑하노.,0,0,0,0,0,0,0,1,0,0
보이루= 보겸+하이루 보겸이 패미 몇번 까고 고소하고 하다가 갑자기 페미중에 한사람이 보이루를 보x+하이루로 바꿔서 설명 페미들 이때다 싶어서 여혐단어쓰는 사람이라 공격 이게 더 정신나간거 아니냐?,0,0,0,0,0,0,0,0,1,1
덕분에 지금은 교회라면 학을 뗀답니다 ㅋㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
네 다음 변태,0,0,0,0,0,0,1,0,0,0
30호정말 좋아하는 팬인데.. 이제는 목사라함 치가 떨림 목사밑에서 자란 자녀가 정인이양모 겉과속이 틀린 대표적인 직업아니던가,0,0,0,0,1,0,0,0,0,0
교회당 또라이들 문제다. 개독은 공공의 암덩이.,0,0,0,0,1,0,0,0,0,0
병싱 개슬럼 칭구 자랑하고 자빠졌네 미개한 똥남아 개슬람을 ㅋ,0,1,0,0,1,0,0,0,0,0
솔직히 2000년대 제일 파급력 큰 한국정치인은이인제 저 씹새끼일듯,0,0,0,0,0,0,1,0,0,0
으휴ㅉㅉ 이게 다 운동장이 기울어진 탓이다,0,0,0,0,0,0,1,0,0,0
할일 없으면 다나와에서 컴퓨터 조립이나 해라. 니네 나라가 그 지경인데 다른나라 언급해서 뭐 할려구?,0,0,0,0,0,0,1,0,0,0
지랄하고 자빠져버린 토착왜구새끼,0,1,0,0,0,0,0,0,0,0
사생아 예수새끼 믿는거랑 기타령하는 한무당 믿는거랑 뭐가다르냐 ㅋㅋㅋㅋ바퀴벌레랑 구더기랑 싸운다고 구더기 지지해주냐? 걍 둘다 불로 지지고말지 ㅋ,0,0,0,0,1,0,0,0,0,0
뭐만하변성차별 에휴 야 여자도군대보내라간부로말고 가서 유격도받고 그것도차별아녀,0,0,0,0,0,0,0,0,0,1
